cell,drug1_db,drug2_db,synergy
HCC1187,5-Fluorouracil,Temozolomide,0
BT-549,OSI-027,MK-1775,0
SNU-81,MK-1775,AZD8055,0
JIMT-1,AZD7762,AZD6482,0
ZR-75-30,Lapatinib,Sorafenib,0
SNU-C1,Navitoclax,SCH772984,1
SNU-81,SB216763,Olaparib,0
LS-123,Navitoclax,AZD7762,0
HCC1428,Linsitinib,Sorafenib,0
KP-4,Paclitaxel,Erlotinib,0
MRK-nu-1,PD173074,Alisertib,0
HCC1599,MK-1775,Alisertib,0
MDA-MB-175-VII,Luminespib,Paclitaxel,0
SNU-C1,Camptothecin,Taselisib,0
UACC-893,Temozolomide,Camptothecin,0
HCC202,Gemcitabine,Cisplatin,0
MFM-223,Temozolomide,Sapitinib,0
HCC38,Cisplatin,Gemcitabine,0
JIMT-1,OSI-027,Olaparib,0
MDA-MB-157,AZD7762,SCH772984,0
DAN-G,Erlotinib,LGK974,0
HCC1937,Sapitinib,OSI-027,0
CAL-85-1,Lapatinib,Nilotinib,1
BT-483,Gemcitabine,JQ1,0
LS-513,Linsitinib,Navitoclax,1
MDA-MB-361,Navitoclax,RO-3306,1
SNU-C2B,AZD4547,Olaparib,0
Hs-766T,Crizotinib,Navitoclax,0
BT-20,Palbociclib,Tozasertib,0
ZR-75-1,Axitinib,Taselisib,0
SW1463,5-Fluorouracil,AZD8055,0
DU-4475,Vorinostat,Cisplatin,1
SNU-C2B,Taselisib,Linsitinib,0
PANC-03-27,Paclitaxel,MK-2206,0
HCC1187,Lapatinib,BI-2536,0
SUIT-2,Sorafenib,Gemcitabine,0
CAPAN-2,Cisplatin,Gemcitabine,0
MIA-PaCa-2,OSI-027,MK-2206,0
HPAC,Crizotinib,Linsitinib,0
HDQ-P1,MK-2206,Alpelisib,0
SU8686,Oxaliplatin,Palbociclib,0
PANC-03-27,OSI-027,SCH772984,0
BT-20,Navitoclax,Afatinib,1
MDA-MB-415,Taselisib,KU-55933,0
SNU-1040,AZD7762,Navitoclax,0
HCC1187,Lapatinib,Afatinib,1
HCC1937,Palbociclib,Camptothecin,0
SNU-1040,Trametinib,SB216763,0
HCC1937,Gemcitabine,Cisplatin,0
HDQ-P1,Luminespib,Temozolomide,0
DU-4475,Luminespib,Dabrafenib,0
HCC1428,Palbociclib,Docetaxel,0
PANC-02-03,Crizotinib,AZD7762,0
DiFi,Olaparib,5-Fluorouracil,0
MRK-nu-1,PD173074,ZM447439,0
MDA-MB-436,Trametinib,KU-55933,0
HCC1419,Vorinostat,RO-3306,0
HCC1500,Taselisib,Gemcitabine,0
SNU-1040,Trametinib,Olaparib,0
HCC38,Taselisib,OSI-027,0
EFM-192A,Crizotinib,Camptothecin,0
EFM-19,Cisplatin,5-Fluorouracil,0
PANC-10-05,Erlotinib,Trametinib,0
MRK-nu-1,Olaparib,Tozasertib,0
AU565,Sapitinib,Navitoclax,0
HCC1806,Trametinib,Camptothecin,0
RCM-1,Dabrafenib,SCH772984,0
MDA-MB-175-VII,Luminespib,Taselisib,0
HCC70,Cisplatin,Crizotinib,0
RKO,5-Fluorouracil,MK-2206,0
HCC70,Linsitinib,Venetoclax,0
BT-549,Olaparib,Ribociclib,0
MDA-MB-453,Cisplatin,AZD6482,0
CAMA-1,Palbociclib,AZD7762,0
HuP-T3,MK-1775,Dactolisib,0
MDA-MB-415,Pictilisib,Alisertib,0
COLO-320-HSR,Dabrafenib,SCH772984,0
MDA-MB-175-VII,Pictilisib,Alisertib,0
OCUB-M,Palbociclib,Alpelisib,0
AU565,MK-2206,BI-2536,0
DU-4475,Cisplatin,Wee1 Inhibitor,0
HCC2157,Temozolomide,Afatinib,0
MDA-MB-361,Axitinib,Camptothecin,0
CAL-51,Luminespib,Ribociclib,0
KM12,Crizotinib,AZD8055,0
HCC2157,AZD7762,Lapatinib,0
HCC1428,Trametinib,KU-55933,0
OCUB-M,Taselisib,Vorinostat,0
HCC1428,Palbociclib,Doramapimod,0
CAPAN-1,SCH772984,Paclitaxel,0
Hs-766T,Paclitaxel,Sorafenib,0
Hs-578-T,MK-1775,Pictilisib,0
SNU-C1,Oxaliplatin,AZD7762,0
SW1990,Cisplatin,Crizotinib,0
Hs-766T,Sorafenib,Navitoclax,0
SNU-1040,AZD4547,Afatinib,0
BT-474,Navitoclax,Crizotinib,0
MCF7,Gemcitabine,OSI-027,0
HCT-15,Dabrafenib,LGK974,0
CL-11,AZD4547,SB505124,0
UACC-893,Temozolomide,AZD7762,0
MDA-MB-157,Navitoclax,Cisplatin,0
LS-123,Taselisib,Crizotinib,0
MCF7,PD173074,JQ1,0
HCC70,Palbociclib,Ribociclib,0
BT-549,Sapitinib,BI-2536,0
T47D,Taselisib,Venetoclax,0
CFPAC-1,MK-2206,5-Fluorouracil,0
MDST8,MK-2206,Dabrafenib,0
T47D,Trametinib,Tozasertib,0
EFM-19,Crizotinib,Linsitinib,0
MRK-nu-1,MK-2206,Luminespib,0
BT-20,PD173074,ZM447439,0
CFPAC-1,LGK974,Taselisib,0
SW1990,Ruxolitinib,MK-2206,0
HCC1419,Axitinib,MK-1775,0
SNU-C1,SB505124,Palbociclib,0
OCUB-M,Olaparib,BI-2536,0
CAL-85-1,MK-2206,PF-4708671,0
HCC1395,Trametinib,KU-55933,0
HuP-T4,Ruxolitinib,Navitoclax,0
CAL-120,Sapitinib,Vorinostat,0
HCT-116,Linsitinib,5-Fluorouracil,0
KP-1N,MK-1775,OSI-027,0
DAN-G,Ruxolitinib,LGK974,0
COLO-205,SB505124,Palbociclib,0
SW620,AZD8055,BMS-754807,0
PANC-04-03,Galunisertib,Navitoclax,0
HCC1395,Axitinib,Ribociclib,0
KP-1N,SCH772984,5-Fluorouracil,0
HCC38,Cisplatin,Uprosertib,0
KP-4,Taselisib,Irinotecan,0
CAPAN-2,SCH772984,Paclitaxel,1
HCC70,Luminespib,Paclitaxel,0
BT-483,Lapatinib,Axitinib,0
SW1463,Taselisib,Camptothecin,0
HT-29,SCH772984,Palbociclib,0
MDA-MB-157,Vorinostat,Nilotinib,0
CAMA-1,Luminespib,OSI-027,0
RCM-1,MK-2206,Palbociclib,0
SNU-81,Vinorelbine,AZD7762,0
MDA-MB-157,Taselisib,PD173074,0
PANC-02-03,AZD7762,Dactolisib,0
PANC-08-13,Taselisib,Dasatinib,0
CAL-85-1,Luminespib,Dabrafenib,0
UACC-893,Olaparib,PF-4708671,0
DU-4475,Pictilisib,Alisertib,0
MDA-MB-436,5-Fluorouracil,Pictilisib,0
JIMT-1,PD173074,MK-2206,1
JIMT-1,5-Fluorouracil,Ribociclib,0
EFM-19,Sapitinib,AZD7762,0
RKO,Vinorelbine,BMS-754807,0
PA-TU-8902,Paclitaxel,AZD7762,0
HT-115,Vinorelbine,MK-1775,0
SUIT-2,Dactolisib,Galunisertib,0
PA-TU-8902,Linsitinib,Galunisertib,0
CAL-148,Luminespib,Alpelisib,0
LS-411N,Olaparib,Sapitinib,0
MDA-MB-231,Bortezomib,Olaparib,0
NCI-H716,BMS-754807,Olaparib,0
MDA-MB-468,PD173074,RO-3306,0
MZ1-PC,AZD7762,Dactolisib,0
HT55,Oxaliplatin,Olaparib,0
PANC-02-03,Dasatinib,Crizotinib,0
SW948,Crizotinib,LGK974,0
PANC-04-03,Linsitinib,Galunisertib,0
T47D,Pictilisib,KU-55933,0
DU-4475,Axitinib,Taselisib,1
T47D,Temozolomide,Pictilisib,0
CAL-148,Bortezomib,BI-2536,0
KP-2,MK-1775,Trametinib,0
T84,AZD4547,SB505124,0
SW837,Dabrafenib,5-Fluorouracil,0
HPAC,5-Fluorouracil,Paclitaxel,0
HuP-T3,Navitoclax,Cisplatin,0
CaR-1,SB505124,Palbociclib,0
LS-123,Palbociclib,Afatinib,0
PL4,SCH772984,Erlotinib,0
HCC70,AZD7762,Gemcitabine,1
MDA-MB-361,MK-2206,Alisertib,0
MDA-MB-361,MK-2206,OSI-027,0
CAMA-1,MK-1775,SB216763,0
COLO-824,Crizotinib,NU7441,0
HDQ-P1,Navitoclax,MK-1775,0
PANC-08-13,Navitoclax,OSI-027,0
HCC1419,Trametinib,Camptothecin,0
HCC70,Docetaxel,Linsitinib,0
DU-4475,Docetaxel,Pictilisib,0
HCT-15,Afatinib,Camptothecin,0
Hs-578-T,Crizotinib,Tozasertib,0
MRK-nu-1,Crizotinib,Venetoclax,0
DU-4475,Temozolomide,Venetoclax,0
CAL-120,Taselisib,ZM447439,0
SNU-407,Palbociclib,Dabrafenib,0
SNU-81,AZD8055,Oxaliplatin,0
HCC1395,Vorinostat,Alpelisib,0
MDA-MB-175-VII,AZD7762,Taselisib,0
CAL-51,Navitoclax,Alisertib,1
HCC2998,Trametinib,Navitoclax,1
LoVo,AZD4547,SB505124,0
MDA-MB-415,Axitinib,Sorafenib,0
LS-513,AZD8055,Linsitinib,1
HCC1806,Navitoclax,GSK269962A,1
SW620,Linsitinib,Navitoclax,0
HCC70,Pictilisib,Alpelisib,0
JIMT-1,Linsitinib,MK-2206,1
LoVo,SCH772984,5-Fluorouracil,0
HCC1143,Palbociclib,Tozasertib,0
CAL-85-1,Cisplatin,Paclitaxel,0
CAL-85-1,PD173074,Crizotinib,0
MIA-PaCa-2,Sorafenib,LGK974,0
HCC1599,Temozolomide,Entinostat,0
T47D,Sapitinib,Olaparib,0
EVSA-T,PD173074,OSI-027,0
BT-549,Vorinostat,Palbociclib,0
HCC2157,Navitoclax,ZM447439,0
HCC1187,Gemcitabine,BI-2536,0
CAMA-1,Taselisib,Crizotinib,0
MDA-MB-415,Lapatinib,Afatinib,0
MDA-MB-231,Taselisib,NU7441,0
ZR-75-30,Gemcitabine,GSK269962A,0
T47D,Olaparib,BI-2536,0
SUIT-2,Trametinib,Gemcitabine,0
C2BBe1,MK-2206,AZD8055,0
SNU-C2B,Navitoclax,Crizotinib,0
NCI-H747,Dabrafenib,AZD8055,0
SW1116,Sapitinib,SB216763,0
AU565,Pictilisib,ZM447439,0
AsPC-1,Palbociclib,AZD7762,0
ZR-75-1,Taselisib,Pictilisib,0
Hs-578-T,Vorinostat,Pictilisib,0
MDA-MB-157,Taselisib,Crizotinib,0
HCC1500,Navitoclax,Doramapimod,1
CAL-148,PD173074,Sorafenib,0
BT-20,MK-1775,Axitinib,0
CCK-81,Camptothecin,Trametinib,0
HCC1599,OSI-027,Tozasertib,0
CAL-51,Luminespib,OSI-027,0
DU-4475,Taselisib,Axitinib,0
C2BBe1,Vinorelbine,AZD8055,0
PA-TU-8988T,Cisplatin,Paclitaxel,0
BT-474,Linsitinib,JQ1,0
JIMT-1,Bortezomib,Linsitinib,0
MDA-MB-175-VII,AZD7762,Navitoclax,0
HCC2157,Olaparib,SB216763,0
Hs-578-T,Bortezomib,Alisertib,0
COLO-824,Trametinib,BI-2536,0
CAL-148,Vorinostat,ZM447439,0
CAL-85-1,OSI-027,ZM447439,0
CAL-148,5-Fluorouracil,OSI-027,0
LoVo,SB505124,MK-1775,0
HuP-T3,AZD7762,LGK974,0
LS-123,Afatinib,5-Fluorouracil,0
MDST8,AZD8055,Crizotinib,0
BT-474,Palbociclib,Afatinib,0
EFM-19,Gemcitabine,Temozolomide,0
MDA-MB-436,MK-2206,Crizotinib,0
CAPAN-1,MK-2206,Navitoclax,0
HPAC,Galunisertib,Paclitaxel,0
HCT-116,Camptothecin,Linsitinib,0
COLO-824,Lapatinib,5-Fluorouracil,0
HuP-T4,Paclitaxel,Galunisertib,0
COLO-320-HSR,Crizotinib,Navitoclax,0
MDA-MB-361,Luminespib,Linsitinib,0
Hs-578-T,OSI-027,Dabrafenib,0
MDA-MB-436,Bortezomib,SB216763,0
MDA-MB-361,Temozolomide,PF-4708671,0
ZR-75-30,Docetaxel,Pictilisib,0
SUIT-2,Linsitinib,Ruxolitinib,0
NCI-H508,SB216763,Sapitinib,0
SU8686,5-Fluorouracil,Crizotinib,0
HCC1187,Cisplatin,Entinostat,0
CAPAN-1,Crizotinib,Linsitinib,0
CaR-1,Trametinib,Camptothecin,0
CAMA-1,Cisplatin,Camptothecin,0
PANC-02-03,Paclitaxel,Galunisertib,0
MZ1-PC,LGK974,Paclitaxel,0
SU8686,Navitoclax,Cisplatin,0
MDA-MB-468,Crizotinib,Nilotinib,0
EFM-19,PD173074,Luminespib,0
Hs-766T,Paclitaxel,Trametinib,0
CW-2,AZD7762,LGK974,0
HCC1187,MK-2206,Bortezomib,0
LoVo,Trametinib,SB505124,0
DU-4475,Docetaxel,Trametinib,0
LS-180,LGK974,Camptothecin,0
HCC1395,MK-2206,KU-55933,0
COLO-678,Camptothecin,Linsitinib,0
HCC2157,Lapatinib,OSI-027,0
HCC2157,Trametinib,Dabrafenib,0
KP-2,Palbociclib,Irinotecan,0
DU-4475,Crizotinib,Paclitaxel,0
MRK-nu-1,Temozolomide,Paclitaxel,0
CAPAN-1,Sorafenib,Erlotinib,0
MDA-MB-415,Temozolomide,Sorafenib,0
HDQ-P1,OSI-027,Olaparib,0
UACC-893,Olaparib,Taselisib,0
AU565,Navitoclax,OSI-027,0
MRK-nu-1,5-Fluorouracil,OSI-027,0
HCC1419,Crizotinib,Tozasertib,0
HCC1599,Luminespib,AZD7762,0
MRK-nu-1,Luminespib,Palbociclib,0
PSN1,Navitoclax,Trametinib,0
BT-549,Lapatinib,Alpelisib,0
T84,Linsitinib,Vinorelbine,0
AU565,Cisplatin,Afatinib,0
HCC1569,MK-2206,SB216763,0
COLO-824,AZD7762,Pictilisib,0
SW48,SCH772984,Palbociclib,0
HuP-T3,Linsitinib,Gemcitabine,0
EFM-19,Docetaxel,Sapitinib,0
HCC1395,Bortezomib,Cisplatin,0
HCC1143,Pictilisib,Gemcitabine,0
SW1463,Navitoclax,SB505124,0
BT-474,AZD7762,Uprosertib,0
PANC-02-03,Taselisib,Lapatinib,0
PSN1,Trametinib,Olaparib,0
MDA-MB-436,Lapatinib,Tozasertib,0
MDA-MB-175-VII,Palbociclib,Taselisib,0
HCC1500,5-Fluorouracil,JQ1,0
KP-3,AZD7762,Cisplatin,0
HCC1143,MK-2206,Sorafenib,0
SNU-C1,MK-1775,BMS-754807,0
UACC-893,Temozolomide,Trametinib,0
KP-4,Oxaliplatin,Linsitinib,0
KP-2,Taselisib,Palbociclib,0
EVSA-T,Palbociclib,Nilotinib,0
T47D,Linsitinib,AZD8055,0
AsPC-1,Trametinib,Gemcitabine,0
HCC1143,Cisplatin,KU-55933,0
HCC1500,Cisplatin,Sorafenib,0
EVSA-T,Crizotinib,GSK269962A,1
MDA-MB-436,Sapitinib,Navitoclax,0
PSN1,Ruxolitinib,Dactolisib,0
YAPC,Linsitinib,Navitoclax,0
SNU-175,Dabrafenib,Oxaliplatin,0
HDQ-P1,Vorinostat,Ribociclib,0
CAL-148,PD173074,Tozasertib,0
BT-483,Vorinostat,Axitinib,0
SNU-81,LGK974,AZD4547,0
COLO-678,AZD7762,AZD8055,0
HCC2157,Lapatinib,Crizotinib,1
HCC1806,Gemcitabine,Vorinostat,0
BT-483,Bortezomib,BI-2536,0
SW1116,Sapitinib,Palbociclib,0
MFM-223,Lapatinib,BI-2536,0
HDQ-P1,Olaparib,Sapitinib,0
CAMA-1,Crizotinib,Paclitaxel,0
ZR-75-30,Palbociclib,GSK269962A,0
CFPAC-1,Linsitinib,Palbociclib,0
EVSA-T,Sapitinib,Doramapimod,0
HCC38,Vorinostat,PF-4708671,0
CL-11,LGK974,Vinorelbine,0
HCC1428,Olaparib,Alisertib,0
EFM-19,Pictilisib,KU-55933,0
RKO,AZD8055,Oxaliplatin,0
HCC1187,Pictilisib,AZD6482,0
BT-483,Linsitinib,Afatinib,1
GP5d,Sapitinib,Oxaliplatin,0
AU565,5-Fluorouracil,Docetaxel,0
EFM-19,Navitoclax,AZD7762,0
CAMA-1,Docetaxel,Camptothecin,0
PANC-08-13,Cisplatin,Dasatinib,0
CCK-81,Navitoclax,Linsitinib,0
HCC38,MK-1775,Pictilisib,0
HCC1599,Vorinostat,Wee1 Inhibitor,0
HuP-T3,LGK974,Taselisib,0
EFM-192A,Docetaxel,Paclitaxel,0
CAL-120,Lapatinib,BI-2536,0
EFM-19,MK-2206,5-Fluorouracil,0
CAL-85-1,Palbociclib,5-Fluorouracil,0
HCC1569,Palbociclib,Alpelisib,0
Hs-578-T,Temozolomide,Palbociclib,0
LoVo,Trametinib,Taselisib,0
BT-20,AZD7762,Paclitaxel,0
CAL-51,Taselisib,Afatinib,1
CAL-148,Docetaxel,Crizotinib,0
DU-4475,5-Fluorouracil,Uprosertib,0
COLO-205,5-Fluorouracil,Linsitinib,0
T47D,AZD7762,Cisplatin,0
MDA-MB-157,Gemcitabine,Uprosertib,0
SW620,Taselisib,Olaparib,0
LS-123,Sapitinib,Oxaliplatin,0
HCC1143,AZD7762,Sapitinib,0
T84,SB505124,Dabrafenib,0
MDA-MB-361,Linsitinib,AZD8055,0
YAPC,Cisplatin,5-Fluorouracil,0
SNU-1040,AZD4547,Trametinib,0
HCT-15,AZD8055,SB216763,0
AsPC-1,Dactolisib,Trametinib,0
MDA-MB-231,Temozolomide,Camptothecin,0
CAL-148,Gemcitabine,AZD8055,0
HCC1806,Palbociclib,Temozolomide,0
PANC-04-03,Dactolisib,Oxaliplatin,0
BT-474,PD173074,Alisertib,0
EFM-19,5-Fluorouracil,Luminespib,0
OCUB-M,OSI-027,Camptothecin,0
PANC-08-13,Oxaliplatin,Lapatinib,0
KP-2,AZD7762,Irinotecan,0
HCC38,Vorinostat,Lapatinib,0
MFM-223,Taselisib,AZD6482,0
DiFi,Dabrafenib,Oxaliplatin,0
PANC-04-03,SCH772984,Ruxolitinib,0
CL-11,AZD4547,SB216763,0
HCC1599,Navitoclax,PF-4708671,0
SW48,AZD8055,SB216763,0
CAL-148,Palbociclib,Luminespib,0
COLO-205,Linsitinib,Trametinib,0
C2BBe1,MK-1775,Camptothecin,0
CAL-120,Olaparib,Entinostat,0
CAL-85-1,Temozolomide,MK-1775,0
MDA-MB-175-VII,Gemcitabine,Navitoclax,1
HCC1599,Navitoclax,Axitinib,0
COLO-824,Vorinostat,ZM447439,0
HPAC,Lapatinib,OSI-027,0
MDA-MB-453,Cisplatin,Axitinib,0
JIMT-1,Trametinib,Nilotinib,0
SNU-175,Oxaliplatin,5-Fluorouracil,0
MDA-MB-361,Taselisib,Camptothecin,0
LS-123,Oxaliplatin,Olaparib,0
HCC1428,Pictilisib,Nilotinib,0
Hs-578-T,MK-1775,Venetoclax,0
LS-513,SB505124,Dabrafenib,0
PANC-02-03,Gemcitabine,Dasatinib,0
HCT-116,5-Fluorouracil,MK-1775,0
SW620,SB505124,Navitoclax,0
CAPAN-2,Sorafenib,Crizotinib,0
MFM-223,PD173074,Cisplatin,0
HCC1954,AZD7762,Olaparib,0
HCC1569,Linsitinib,Afatinib,0
CCK-81,LGK974,Camptothecin,0
BT-483,Cisplatin,5-Fluorouracil,0
BT-20,5-Fluorouracil,AZD8055,0
PANC-03-27,Lapatinib,MK-2206,0
C2BBe1,AZD8055,Taselisib,0
SK-CO-1,BMS-754807,5-Fluorouracil,0
HCC38,Trametinib,OSI-027,0
CAL-51,Gemcitabine,Sorafenib,0
MDA-MB-175-VII,Docetaxel,Gemcitabine,0
HCC1395,Linsitinib,AZD6482,0
HCC1954,Navitoclax,Uprosertib,0
CAL-148,Palbociclib,Cisplatin,0
DU-4475,Palbociclib,Entinostat,0
MCF7,Cisplatin,Crizotinib,0
SNU-C2B,Trametinib,SB505124,0
HPAC,Sorafenib,Erlotinib,0
CW-2,AZD7762,Navitoclax,0
CAPAN-2,Paclitaxel,Trametinib,0
HCC38,AZD7762,5-Fluorouracil,1
KP-3,Gemcitabine,OSI-027,0
HCC1806,Crizotinib,Temozolomide,0
HCC1806,Gemcitabine,MK-2206,0
SNU-407,Trametinib,Taselisib,0
HuP-T3,Navitoclax,Trametinib,0
PANC-10-05,Navitoclax,Trametinib,0
EFM-19,5-Fluorouracil,Cisplatin,0
KP-2,Dactolisib,Oxaliplatin,0
HCC1569,Trametinib,Paclitaxel,0
MDA-MB-330,5-Fluorouracil,Sorafenib,0
SNU-C2B,Oxaliplatin,AZD4547,0
MDA-MB-436,Temozolomide,SCH772984,0
MDA-MB-415,Luminespib,Alpelisib,0
CAMA-1,Taselisib,RO-3306,0
BT-549,PD173074,Pictilisib,0
HCC2998,AZD7762,Taselisib,0
SW1417,AZD7762,Vinorelbine,0
SW1417,Vinorelbine,AZD7762,0
HCC2218,Olaparib,AZD7762,0
SNU-C2B,Oxaliplatin,Linsitinib,0
KP-4,MK-1775,Lapatinib,0
HCC1599,Taselisib,NU7441,1
SNU-81,Crizotinib,AZD8055,0
ZR-75-1,MK-2206,Nilotinib,0
AU565,Olaparib,AZD6482,0
BT-20,Taselisib,Crizotinib,1
SW1116,Trametinib,Sapitinib,0
MDA-MB-436,Pictilisib,Trametinib,0
AsPC-1,Lapatinib,Ruxolitinib,0
YAPC,Galunisertib,Navitoclax,0
Hs-578-T,Cisplatin,MK-2206,0
CAL-85-1,5-Fluorouracil,Uprosertib,0
KM12,Linsitinib,Palbociclib,0
PANC-04-03,Gemcitabine,Lapatinib,0
AU565,Palbociclib,Pictilisib,0
RKO,LGK974,Camptothecin,0
MDA-MB-175-VII,Sapitinib,PF-4708671,0
HCC1428,Bortezomib,JQ1,0
AU565,Crizotinib,AZD7762,0
T47D,Temozolomide,Crizotinib,0
HCC1428,Gemcitabine,AZD7762,1
HCC1428,MK-2206,Vorinostat,0
HCC202,Trametinib,5-Fluorouracil,0
SNU-C1,Trametinib,Navitoclax,1
AU565,Taselisib,Axitinib,0
HCC2157,Docetaxel,OSI-027,0
COLO-678,MK-1775,SB505124,0
MDST8,Taselisib,Crizotinib,0
KM12,AZD8055,SB505124,0
AU565,Crizotinib,Docetaxel,0
HCC1143,Palbociclib,Doramapimod,0
CAL-120,MK-2206,Palbociclib,0
EFM-192A,Vorinostat,Camptothecin,0
HCC1954,Trametinib,Nilotinib,0
HT-29,SCH772984,BMS-754807,0
KM12,Afatinib,5-Fluorouracil,0
UACC-893,Temozolomide,PD173074,0
SNU-C2B,SCH772984,Dabrafenib,0
COLO-320-HSR,SCH772984,BMS-754807,0
COLO-824,Lapatinib,Tozasertib,0
BT-549,Vorinostat,Axitinib,0
HCC38,Gemcitabine,Doramapimod,0
MDA-MB-415,Lapatinib,Alpelisib,1
PANC-08-13,Trametinib,Taselisib,0
HPAC,LGK974,Paclitaxel,0
HCC1806,Cisplatin,Uprosertib,0
ZR-75-1,Trametinib,Doramapimod,0
HCC1500,Lapatinib,Sorafenib,0
HCC1143,Vorinostat,RO-3306,0
KP-1N,LGK974,OSI-027,0
OCUB-M,Gemcitabine,5-Fluorouracil,0
PA-TU-8902,Linsitinib,MK-2206,1
COLO-824,Axitinib,Sapitinib,0
SNU-1040,SCH772984,SB216763,0
DU-4475,5-Fluorouracil,Vorinostat,0
T47D,Gemcitabine,Doramapimod,0
SNU-407,AZD4547,Trametinib,0
CFPAC-1,Dasatinib,Crizotinib,0
SW837,AZD8055,SCH772984,0
HCC1428,Lapatinib,PF-4708671,0
SW48,MK-2206,AZD8055,0
HCC1187,Docetaxel,Luminespib,0
CAL-148,MK-2206,Venetoclax,0
SNU-C5,AZD4547,MK-1775,0
PANC-08-13,Cisplatin,MK-2206,0
MDA-MB-157,Sapitinib,Dabrafenib,0
CAL-148,Gemcitabine,OSI-027,0
RCM-1,AZD4547,BMS-754807,0
ZR-75-30,Crizotinib,5-Fluorouracil,0
KP-3,Navitoclax,Ruxolitinib,0
CAL-51,Docetaxel,Lapatinib,0
EFM-192A,Palbociclib,Doramapimod,0
HCC2157,Bortezomib,BI-2536,0
SW837,AZD4547,Olaparib,0
UACC-893,MK-2206,Docetaxel,0
COLO-824,Docetaxel,5-Fluorouracil,0
KP-3,AZD7762,MK-2206,0
Hs-578-T,Vorinostat,Venetoclax,0
ZR-75-30,Temozolomide,AZD7762,0
SW1990,SCH772984,Cisplatin,0
HCC202,Sapitinib,Palbociclib,0
HT55,Linsitinib,Sapitinib,0
HCC2157,Trametinib,AZD8055,0
PA-TU-8988T,LGK974,Olaparib,0
T47D,Crizotinib,Temozolomide,0
OCUB-M,Crizotinib,OSI-027,0
HCC2218,Docetaxel,Paclitaxel,0
BT-474,5-Fluorouracil,Cisplatin,0
CAL-148,Linsitinib,AZD8055,0
MFM-223,Pictilisib,Lapatinib,0
YAPC,Linsitinib,OSI-027,0
GP5d,Linsitinib,Taselisib,0
MDA-MB-330,MK-2206,Camptothecin,0
Hs-578-T,PD173074,Alisertib,0
LS-411N,Olaparib,MK-2206,0
CAL-51,Navitoclax,SCH772984,0
HCC1395,Linsitinib,KU-55933,0
COLO-824,Trametinib,Lapatinib,0
MDA-MB-415,Crizotinib,Temozolomide,0
MDA-MB-453,MK-2206,KU-55933,0
HCC1187,Cisplatin,Ribociclib,0
SUIT-2,SCH772984,Crizotinib,1
SW1463,AZD4547,AZD7762,0
BT-483,Sapitinib,GSK269962A,0
PA-TU-8988T,Linsitinib,Paclitaxel,0
MRK-nu-1,Docetaxel,Venetoclax,0
HCC1599,Taselisib,PF-4708671,0
HCT-116,Linsitinib,Navitoclax,0
CL-11,Sapitinib,SCH772984,0
HCC2998,SB216763,MK-1775,0
COLO-205,Taselisib,Afatinib,0
SW48,LGK974,Camptothecin,0
BT-549,Taselisib,Nilotinib,0
SNU-C2B,SB505124,Dabrafenib,0
HuP-T3,Paclitaxel,Ruxolitinib,0
JIMT-1,Lapatinib,MK-1775,0
ZR-75-1,Cisplatin,Bortezomib,0
HCC1569,Bortezomib,Sorafenib,0
BT-483,Axitinib,NU7441,0
NCI-H508,Afatinib,LGK974,0
HCC1806,PD173074,Palbociclib,0
RKO,5-Fluorouracil,Afatinib,0
KP-4,Galunisertib,MK-1775,0
MRK-nu-1,Crizotinib,AZD6482,0
KP-3,Dactolisib,Irinotecan,0
CAPAN-1,Crizotinib,Galunisertib,0
HCC1500,Sapitinib,Taselisib,0
DiFi,AZD7762,Linsitinib,0
MRK-nu-1,Navitoclax,Crizotinib,1
CaR-1,Olaparib,Afatinib,0
HDQ-P1,Crizotinib,RO-3306,0
NCI-H747,Linsitinib,Navitoclax,0
BT-549,Temozolomide,Doramapimod,0
MDA-MB-415,AZD7762,BI-2536,0
SW1990,Dasatinib,Crizotinib,0
HT-115,Afatinib,Sapitinib,0
HCC1806,Luminespib,JQ1,0
MIA-PaCa-2,Erlotinib,Taselisib,0
HCC1954,Linsitinib,OSI-027,0
SW1116,Navitoclax,AZD4547,0
HuP-T4,OSI-027,Oxaliplatin,1
HCC1569,Navitoclax,KU-55933,0
EFM-192A,5-Fluorouracil,Paclitaxel,0
JIMT-1,Gemcitabine,Temozolomide,0
HCC1937,Linsitinib,AZD6482,0
Hs-766T,5-Fluorouracil,MK-2206,0
SW1990,Crizotinib,SCH772984,0
CL-11,Sapitinib,Linsitinib,0
HCC1500,Trametinib,Lapatinib,0
MDA-MB-415,Sapitinib,Palbociclib,0
KP-2,Oxaliplatin,Palbociclib,0
HCC2218,Sapitinib,AZD7762,0
MDA-MB-415,Sapitinib,RO-3306,0
HCC2157,Palbociclib,AZD6482,0
EFM-192A,Vorinostat,Paclitaxel,0
CAPAN-1,AZD7762,SCH772984,0
MCF7,Docetaxel,Cisplatin,0
RKO,Olaparib,Camptothecin,0
KP-2,SCH772984,Sorafenib,0
ZR-75-30,Linsitinib,Sorafenib,0
UACC-893,MK-2206,Vorinostat,0
LS-513,Navitoclax,AZD7762,0
UACC-812,Luminespib,OSI-027,0
DAN-G,Galunisertib,Sorafenib,0
CAL-148,Temozolomide,Camptothecin,0
MDA-MB-175-VII,Sapitinib,Pictilisib,0
MFM-223,MK-2206,Sorafenib,0
HCC1428,Olaparib,Ribociclib,0
