cell,drug1_db,drug2_db,synergy
BT-474,Olaparib,Tozasertib,0
ZR-75-30,Linsitinib,Uprosertib,0
HCT-15,SB505124,Linsitinib,0
HDQ-P1,Pictilisib,Venetoclax,0
CAPAN-1,Dactolisib,Paclitaxel,0
HuP-T4,Galunisertib,MK-2206,0
HCC1569,Gemcitabine,Navitoclax,0
SNU-81,Crizotinib,SCH772984,0
HCC1806,Olaparib,NU7441,0
LS-123,Sapitinib,Vinorelbine,0
MDA-MB-231,Crizotinib,Bortezomib,0
AsPC-1,Crizotinib,Oxaliplatin,0
KP-4,Linsitinib,Gemcitabine,0
RKO,Linsitinib,Sapitinib,0
SNU-C2B,SB216763,Olaparib,0
GP5d,LGK974,Palbociclib,0
HCC1500,Axitinib,Temozolomide,0
RKO,AZD8055,Vinorelbine,0
CAPAN-1,Gemcitabine,Lapatinib,0
OCUB-M,Olaparib,5-Fluorouracil,0
HCC1937,Temozolomide,5-Fluorouracil,0
MDA-MB-157,Olaparib,Crizotinib,0
NCI-H747,AZD7762,Oxaliplatin,0
SW1417,Trametinib,5-Fluorouracil,0
PA-TU-8988T,Cisplatin,Erlotinib,0
HPAC,5-Fluorouracil,Oxaliplatin,0
MDA-MB-468,AZD7762,Olaparib,0
SW1990,OSI-027,Dasatinib,0
HCC2218,Crizotinib,Sapitinib,0
HCC1599,Olaparib,GSK269962A,0
CAL-148,AZD7762,OSI-027,0
SK-CO-1,Olaparib,Taselisib,0
LS-513,MK-1775,Navitoclax,1
PSN1,Sorafenib,Linsitinib,1
MCF7,Taselisib,PF-4708671,0
ZR-75-1,Olaparib,GSK269962A,0
BT-474,Gemcitabine,Doramapimod,0
HCC1187,Palbociclib,Camptothecin,0
HCC1419,5-Fluorouracil,JQ1,0
MCF7,5-Fluorouracil,Axitinib,0
GP5d,Taselisib,Oxaliplatin,0
SW948,Palbociclib,LGK974,0
NCI-H716,Oxaliplatin,BMS-754807,0
AsPC-1,Linsitinib,MK-1775,0
HCC1428,Cisplatin,Luminespib,0
MFM-223,MK-1775,Lapatinib,0
LoVo,Dabrafenib,SB216763,0
CAMA-1,PD173074,Doramapimod,0
OCUB-M,Palbociclib,JQ1,0
MDA-MB-468,OSI-027,Pictilisib,0
BT-474,Crizotinib,Entinostat,0
KP-3,Galunisertib,Dasatinib,0
HuP-T4,MK-2206,Palbociclib,0
OCUB-M,Gemcitabine,Afatinib,0
AsPC-1,Linsitinib,Erlotinib,0
MDA-MB-175-VII,Navitoclax,PF-4708671,1
Hs-766T,MK-1775,Dactolisib,0
HCC1395,AZD7762,OSI-027,0
ZR-75-30,Sapitinib,PF-4708671,0
HCC1806,PD173074,Afatinib,0
ZR-75-30,MK-1775,5-Fluorouracil,0
BT-549,Temozolomide,ZM447439,0
SW1463,MK-1775,Oxaliplatin,0
LS-411N,Afatinib,Linsitinib,0
COLO-824,MK-2206,Pictilisib,0
HCC1806,Trametinib,Gemcitabine,0
AsPC-1,OSI-027,Galunisertib,0
PL4,Dasatinib,Galunisertib,0
HCC1954,OSI-027,Docetaxel,0
MDA-MB-436,Luminespib,Bortezomib,0
HCC1419,AZD7762,Trametinib,0
MDA-MB-453,OSI-027,Entinostat,0
SW1417,Linsitinib,Oxaliplatin,0
HCC1187,Crizotinib,AZD8055,0
HCC1599,AZD7762,OSI-027,0
HCC38,Gemcitabine,RO-3306,0
EFM-19,Crizotinib,Sapitinib,0
AU565,Gemcitabine,Sapitinib,0
SW1463,Camptothecin,Linsitinib,0
MZ1-PC,Palbociclib,Dasatinib,0
HCC2157,Linsitinib,MK-1775,0
MCF7,Lapatinib,Luminespib,0
HCC1937,Axitinib,JQ1,0
HCC1806,Axitinib,PD173074,0
KP-4,MK-1775,Gemcitabine,0
HuP-T3,Oxaliplatin,Trametinib,0
CW-2,SB505124,SCH772984,0
UACC-893,5-Fluorouracil,GSK269962A,0
CAL-120,Docetaxel,SCH772984,0
SK-CO-1,Trametinib,5-Fluorouracil,0
HCC1569,Palbociclib,Bortezomib,0
MDA-MB-157,Vorinostat,Axitinib,0
SW620,Camptothecin,Navitoclax,0
CAL-85-1,MK-1775,Alpelisib,0
NCI-H747,MK-1775,Camptothecin,0
HT55,AZD8055,Afatinib,0
MDA-MB-453,Luminespib,RO-3306,0
YAPC,Ruxolitinib,Cisplatin,0
SW948,Crizotinib,Afatinib,1
MIA-PaCa-2,Sorafenib,Lapatinib,1
CAPAN-2,SCH772984,Crizotinib,0
PANC-04-03,Taselisib,Sorafenib,0
MRK-nu-1,Linsitinib,Pictilisib,0
MDA-MB-415,Bortezomib,Temozolomide,0
T84,Linsitinib,Navitoclax,0
CAL-120,Docetaxel,Uprosertib,0
HCC1187,PD173074,AZD7762,0
SNU-1040,MK-1775,LGK974,0
MRK-nu-1,MK-1775,AZD7762,1
NCI-H747,Trametinib,AZD4547,0
HCC1428,Docetaxel,Afatinib,0
SW48,LGK974,Afatinib,0
CAPAN-1,Gemcitabine,Oxaliplatin,0
MIA-PaCa-2,Sorafenib,SCH772984,0
MDA-MB-453,Navitoclax,Olaparib,0
HCC38,Luminespib,Ribociclib,0
CW-2,SCH772984,Crizotinib,0
LoVo,Navitoclax,Afatinib,0
C2BBe1,Dabrafenib,LGK974,0
HCT-15,Trametinib,AZD4547,0
HCC1187,Docetaxel,Afatinib,0
Hs-766T,AZD7762,Linsitinib,0
SW1990,Ruxolitinib,Galunisertib,0
T84,AZD7762,MK-2206,1
DU-4475,Navitoclax,MK-1775,0
COLO-824,Docetaxel,JQ1,0
SW1417,BMS-754807,Oxaliplatin,0
HCC70,Navitoclax,Alisertib,0
PA-TU-8988T,Dactolisib,Dasatinib,0
HCC38,AZD7762,OSI-027,0
SW837,Oxaliplatin,AZD4547,0
CAMA-1,Gemcitabine,GSK269962A,1
PANC-03-27,OSI-027,Crizotinib,0
MRK-nu-1,Palbociclib,Pictilisib,0
MDST8,Navitoclax,SB505124,0
HDQ-P1,Linsitinib,JQ1,0
SW1116,MK-1775,Crizotinib,0
DAN-G,5-Fluorouracil,Linsitinib,0
T84,SB505124,MK-1775,0
MDA-MB-436,Cisplatin,AZD7762,0
LS-411N,AZD7762,Sapitinib,0
SNU-175,SB505124,MK-2206,0
BT-474,PD173074,Dabrafenib,0
BT-20,Bortezomib,Paclitaxel,0
DAN-G,5-Fluorouracil,Navitoclax,0
HCC38,PD173074,Entinostat,0
HCC1937,Gemcitabine,Crizotinib,0
COLO-205,AZD7762,Sapitinib,0
EVSA-T,MK-1775,Crizotinib,0
AU565,MK-2206,Wee1 Inhibitor,0
CAMA-1,Docetaxel,Venetoclax,0
HCC1419,Trametinib,Gemcitabine,0
PANC-02-03,Dactolisib,Oxaliplatin,0
CFPAC-1,Gemcitabine,Dactolisib,0
BT-483,Taselisib,AZD8055,0
CAMA-1,Olaparib,Lapatinib,0
CFPAC-1,SCH772984,Linsitinib,1
HCC2218,Cisplatin,Camptothecin,0
JIMT-1,Navitoclax,BI-2536,1
NCI-H508,Sapitinib,BMS-754807,0
MFM-223,AZD7762,Temozolomide,0
MDA-MB-436,Gemcitabine,Pictilisib,0
KP-1N,Taselisib,Dasatinib,0
CAMA-1,Sapitinib,SCH772984,0
UACC-893,Crizotinib,Bortezomib,0
KP-3,Taselisib,SCH772984,0
DAN-G,Crizotinib,Olaparib,0
HCC1954,Axitinib,JQ1,0
BxPC-3,Lapatinib,Irinotecan,0
AsPC-1,Taselisib,Dactolisib,0
HCC1419,Lapatinib,Palbociclib,0
HDQ-P1,Docetaxel,PF-4708671,0
MDA-MB-330,Gemcitabine,Sorafenib,0
HuP-T4,SCH772984,Olaparib,0
COLO-678,SCH772984,AZD7762,0
PANC-04-03,Paclitaxel,AZD7762,0
SW620,Olaparib,Crizotinib,0
AsPC-1,Palbociclib,Oxaliplatin,0
T47D,Olaparib,Pictilisib,0
PANC-04-03,Linsitinib,MK-2206,0
SNU-C5,AZD4547,BMS-754807,0
C2BBe1,Camptothecin,Vinorelbine,0
HCC1954,Gemcitabine,Entinostat,0
HCC1419,PD173074,AZD7762,0
Hs-578-T,Olaparib,Alpelisib,0
COLO-320-HSR,LGK974,SB505124,0
UACC-893,Crizotinib,JQ1,0
MDA-MB-468,Pictilisib,Nilotinib,0
BT-483,Gemcitabine,Lapatinib,0
SNU-C1,LGK974,SB505124,0
HCC1187,Bortezomib,Pictilisib,0
HCC1143,Luminespib,GSK269962A,0
DU-4475,Gemcitabine,Linsitinib,0
SK-CO-1,Vinorelbine,SB505124,0
Hs-578-T,MK-2206,KU-55933,0
EVSA-T,Taselisib,Olaparib,0
ZR-75-1,Crizotinib,Vorinostat,0
HCC38,Temozolomide,Taselisib,0
DiFi,SB505124,Taselisib,0
Hs-578-T,MK-1775,Vorinostat,0
MDA-MB-415,Olaparib,Entinostat,0
UACC-812,Trametinib,AZD7762,0
HCC1428,Sapitinib,Olaparib,0
HCC1954,AZD7762,Camptothecin,1
HT-115,Oxaliplatin,Camptothecin,0
AU565,Docetaxel,SCH772984,0
MFM-223,Gemcitabine,Nilotinib,0
HCC1806,AZD7762,5-Fluorouracil,0
JIMT-1,Cisplatin,KU-55933,0
COLO-205,Linsitinib,Vinorelbine,0
MIA-PaCa-2,Linsitinib,SCH772984,0
LS-123,AZD7762,Olaparib,0
HCT-15,Crizotinib,Vinorelbine,0
MDA-MB-157,OSI-027,Camptothecin,0
LoVo,Oxaliplatin,LGK974,1
HT-115,SB505124,AZD8055,0
PANC-04-03,Ruxolitinib,SCH772984,0
HCC1143,OSI-027,SCH772984,0
CAPAN-1,MK-1775,MK-2206,0
MDA-MB-453,MK-2206,Venetoclax,0
SNU-81,Trametinib,AZD4547,0
HCC2998,Camptothecin,Sapitinib,0
LS-123,Sapitinib,Camptothecin,0
PANC-08-13,LGK974,5-Fluorouracil,0
NCI-H716,Taselisib,BMS-754807,0
SW1463,Olaparib,Palbociclib,0
HCT-116,Olaparib,SCH772984,0
KP-1N,OSI-027,Paclitaxel,0
EVSA-T,MK-1775,Entinostat,0
HCC1395,Axitinib,SCH772984,0
COLO-824,Vorinostat,Doramapimod,0
CaR-1,MK-1775,Taselisib,0
ZR-75-30,PD173074,Tozasertib,0
AsPC-1,Linsitinib,Oxaliplatin,0
SNU-1040,SB216763,Olaparib,0
CAL-148,Bortezomib,Alisertib,0
MDST8,Trametinib,Navitoclax,0
CCK-81,AZD7762,Olaparib,0
HCC1187,MK-1775,Taselisib,0
HCC1395,Crizotinib,Docetaxel,0
CAL-85-1,Crizotinib,5-Fluorouracil,0
CAL-85-1,Linsitinib,KU-55933,0
KP-1N,MK-2206,AZD7762,0
Hs-766T,Erlotinib,Cisplatin,0
HT-29,Sapitinib,Palbociclib,0
MDA-MB-175-VII,Linsitinib,MK-2206,0
DU-4475,Pictilisib,Sorafenib,0
MDA-MB-175-VII,Luminespib,ZM447439,0
MDA-MB-436,Pictilisib,Venetoclax,0
HCC1937,Bortezomib,Alisertib,0
HCC1937,MK-2206,OSI-027,0
UACC-812,Gemcitabine,Sapitinib,0
CaR-1,Oxaliplatin,MK-1775,0
PANC-10-05,Linsitinib,OSI-027,0
COLO-678,Crizotinib,SB216763,0
HCC1428,Vorinostat,SB216763,0
PANC-02-03,Olaparib,Galunisertib,0
SNU-407,Sapitinib,Vinorelbine,0
MDA-MB-436,Axitinib,PD173074,0
MRK-nu-1,Linsitinib,Temozolomide,0
SW1417,5-Fluorouracil,Taselisib,0
SW1463,AZD8055,Vinorelbine,0
KP-4,Dasatinib,Cisplatin,0
RKO,SCH772984,Olaparib,0
SU8686,MK-1775,Galunisertib,0
MDA-MB-175-VII,Palbociclib,Alisertib,0
CAMA-1,Palbociclib,Entinostat,0
HCC2157,Gemcitabine,Docetaxel,0
MDA-MB-231,Trametinib,Pictilisib,1
SW620,AZD8055,SCH772984,0
COLO-320-HSR,SCH772984,AZD4547,0
CAMA-1,MK-1775,RO-3306,0
UACC-893,Navitoclax,Tozasertib,0
CAMA-1,Taselisib,Alisertib,0
MDA-MB-453,Trametinib,Tozasertib,0
RKO,AZD4547,AZD8055,0
HCC70,Pictilisib,GSK269962A,0
COLO-320-HSR,MK-2206,MK-1775,0
C2BBe1,Navitoclax,AZD7762,0
SNU-1040,SCH772984,AZD4547,0
LoVo,Dabrafenib,AZD4547,0
HCC1937,MK-1775,ZM447439,0
PSN1,Trametinib,Erlotinib,1
CAL-51,Bortezomib,SB216763,0
SNU-407,Oxaliplatin,SCH772984,0
BT-474,Taselisib,GSK269962A,0
SNU-407,Sapitinib,Taselisib,0
HCC1569,Taselisib,KU-55933,0
SW1116,AZD4547,Palbociclib,0
EFM-19,Crizotinib,NU7441,0
BxPC-3,Sorafenib,AZD7762,0
CAL-51,Bortezomib,Crizotinib,0
PANC-08-13,Crizotinib,Olaparib,0
MDA-MB-453,Bortezomib,KU-55933,0
SW948,Taselisib,5-Fluorouracil,0
CaR-1,Linsitinib,BMS-754807,0
HCC38,Luminespib,Docetaxel,0
PA-TU-8988T,Sorafenib,SCH772984,0
MDA-MB-231,Navitoclax,AZD6482,0
SK-CO-1,SB216763,Navitoclax,1
T47D,Gemcitabine,Entinostat,0
CAL-148,OSI-027,SCH772984,0
KP-3,OSI-027,Galunisertib,0
COLO-205,AZD8055,Camptothecin,0
HuP-T4,MK-1775,Olaparib,0
HCC1806,Lapatinib,Docetaxel,0
EFM-192A,PD173074,Dabrafenib,0
UACC-893,Pictilisib,SB216763,0
MDA-MB-157,Gemcitabine,SCH772984,0
HCC1428,Olaparib,Sapitinib,0
HCC1428,Navitoclax,Camptothecin,1
HPAC,Dactolisib,MK-2206,1
JIMT-1,Axitinib,Alpelisib,0
COLO-824,Sapitinib,Linsitinib,0
HCC1806,MK-2206,Paclitaxel,0
OCUB-M,5-Fluorouracil,JQ1,0
HCC2218,Gemcitabine,ZM447439,0
HCC1500,Olaparib,Taselisib,0
HCC1806,Olaparib,AZD8055,0
LS-123,Sapitinib,AZD7762,0
SW1463,Oxaliplatin,MK-1775,0
SU8686,Linsitinib,Olaparib,0
SW1990,SCH772984,Olaparib,0
HCC38,MK-2206,Venetoclax,0
HCC1599,Olaparib,AZD8055,0
KM12,AZD7762,Oxaliplatin,0
CFPAC-1,Navitoclax,Oxaliplatin,0
MIA-PaCa-2,Crizotinib,LGK974,0
EVSA-T,PD173074,Pictilisib,0
HCC1599,MK-1775,Docetaxel,0
KM12,Sapitinib,MK-1775,0
SNU-C2B,Taselisib,Oxaliplatin,0
HT-115,BMS-754807,Dabrafenib,0
MDA-MB-436,Sapitinib,Alpelisib,0
CAL-51,MK-1775,Entinostat,0
HCC2998,SCH772984,BMS-754807,0
HCC1143,Cisplatin,Bortezomib,0
DU-4475,PD173074,Navitoclax,0
HCC2157,Gemcitabine,Pictilisib,0
CAL-51,Pictilisib,Paclitaxel,0
Hs-578-T,MK-1775,Taselisib,0
GP5d,Oxaliplatin,AZD8055,0
CaR-1,AZD8055,AZD4547,0
NCI-H747,AZD7762,MK-2206,0
Hs-766T,Gemcitabine,Dactolisib,0
HPAC,Lapatinib,Crizotinib,0
COLO-824,AZD7762,OSI-027,0
MDA-MB-436,Lapatinib,NU7441,0
MDA-MB-157,Cisplatin,Wee1 Inhibitor,0
MCF7,Olaparib,Temozolomide,0
MDA-MB-330,Luminespib,Tozasertib,0
HCC1937,PD173074,Palbociclib,0
EVSA-T,Linsitinib,Alisertib,0
OCUB-M,Palbociclib,Bortezomib,0
PANC-10-05,Gemcitabine,Palbociclib,0
HCC1419,Vorinostat,Paclitaxel,0
JIMT-1,Gemcitabine,PD173074,0
BT-483,Navitoclax,SCH772984,0
HCC1143,MK-1775,Venetoclax,0
DU-4475,Cisplatin,Luminespib,0
PANC-02-03,Dasatinib,Linsitinib,1
HCC38,Taselisib,SB216763,0
CAL-120,Taselisib,Entinostat,0
SW620,SB505124,MK-2206,0
HCC1937,Taselisib,Temozolomide,0
EFM-19,Taselisib,SB216763,0
MDA-MB-361,Temozolomide,Venetoclax,0
PANC-03-27,Galunisertib,Gemcitabine,0
CFPAC-1,Crizotinib,Olaparib,0
LoVo,Dabrafenib,SB505124,0
KP-3,OSI-027,Dasatinib,0
HCC2157,Linsitinib,OSI-027,0
KM12,BMS-754807,SCH772984,0
SK-CO-1,Crizotinib,Vinorelbine,0
MDA-MB-468,Taselisib,Venetoclax,0
SW1116,Oxaliplatin,5-Fluorouracil,0
JIMT-1,MK-1775,Venetoclax,0
Hs-578-T,OSI-027,Paclitaxel,0
OCUB-M,MK-1775,Entinostat,0
PANC-03-27,Ruxolitinib,5-Fluorouracil,0
PL4,MK-2206,Oxaliplatin,0
EFM-192A,MK-2206,Pictilisib,0
AsPC-1,Palbociclib,Lapatinib,0
EVSA-T,Navitoclax,Luminespib,0
CAL-51,MK-1775,Palbociclib,0
PANC-08-13,Trametinib,Galunisertib,0
MDA-MB-453,Olaparib,Alpelisib,0
CAMA-1,Gemcitabine,Palbociclib,0
PANC-03-27,Taselisib,Oxaliplatin,0
MDA-MB-330,Axitinib,PD173074,0
MDA-MB-157,Crizotinib,Lapatinib,0
HCC1954,5-Fluorouracil,Doramapimod,0
HCC1500,Temozolomide,PD173074,0
MIA-PaCa-2,AZD7762,Paclitaxel,0
PA-TU-8902,Gemcitabine,Palbociclib,0
EFM-192A,Pictilisib,OSI-027,0
HCC2157,5-Fluorouracil,RO-3306,0
PANC-08-13,Paclitaxel,Gemcitabine,0
LS-411N,MK-2206,Palbociclib,1
SNU-81,SB216763,Palbociclib,0
COLO-320-HSR,Oxaliplatin,SCH772984,0
HCC70,Crizotinib,MK-1775,0
SNU-407,MK-1775,Navitoclax,0
EVSA-T,Gemcitabine,Entinostat,0
MDA-MB-361,Bortezomib,Taselisib,0
SNU-175,MK-2206,MK-1775,0
MDA-MB-436,Taselisib,ZM447439,0
HDQ-P1,Luminespib,Docetaxel,0
T84,Navitoclax,SB216763,0
KP-3,Dactolisib,MK-2206,0
MDST8,Sapitinib,Vinorelbine,0
CAPAN-1,Navitoclax,Cisplatin,1
MDA-MB-330,MK-1775,Nilotinib,0
MDA-MB-175-VII,Crizotinib,AZD8055,0
CAL-51,Crizotinib,Linsitinib,0
OCUB-M,Lapatinib,Docetaxel,0
HCC1599,MK-1775,Vorinostat,0
HCC1569,Cisplatin,MK-2206,0
HCC1937,Navitoclax,Tozasertib,1
MRK-nu-1,Trametinib,Doramapimod,0
HCC1500,Pictilisib,Wee1 Inhibitor,0
OCUB-M,Temozolomide,SB216763,0
MDA-MB-468,Axitinib,BI-2536,0
GP5d,Afatinib,SB505124,0
HCC70,MK-2206,Olaparib,0
HuP-T4,Dactolisib,Erlotinib,0
EVSA-T,AZD7762,Alpelisib,0
NCI-H747,Afatinib,Trametinib,0
HCC1806,Gemcitabine,GSK269962A,0
MDA-MB-231,Linsitinib,Palbociclib,0
SK-CO-1,Palbociclib,SCH772984,0
HCC1599,Axitinib,Cisplatin,0
HCC1500,Gemcitabine,PF-4708671,0
HuP-T4,MK-2206,Sorafenib,0
BT-20,OSI-027,SCH772984,0
HT-115,AZD8055,Palbociclib,0
SK-CO-1,Afatinib,AZD7762,0
RKO,SB505124,MK-1775,0
UACC-893,Temozolomide,Crizotinib,0
HCT-15,Palbociclib,SCH772984,0
PANC-03-27,Dasatinib,Crizotinib,1
EFM-19,Navitoclax,MK-1775,1
COLO-205,Camptothecin,AZD7762,1
EFM-19,5-Fluorouracil,Navitoclax,0
CAPAN-2,Cisplatin,MK-2206,0
KP-2,Ruxolitinib,Erlotinib,0
MDST8,5-Fluorouracil,Trametinib,0
MIA-PaCa-2,OSI-027,Gemcitabine,0
HCC1569,Navitoclax,AZD8055,0
HCC2998,MK-1775,SB505124,0
CAPAN-1,Sorafenib,AZD7762,0
MCF7,Gemcitabine,Vorinostat,0
MDA-MB-175-VII,Sapitinib,SCH772984,1
HuP-T4,Crizotinib,Olaparib,0
UACC-893,Temozolomide,Cisplatin,0
PANC-10-05,Linsitinib,Erlotinib,1
CAL-85-1,Axitinib,Dabrafenib,0
NCI-H747,SCH772984,Oxaliplatin,0
EVSA-T,PD173074,JQ1,0
BT-549,Axitinib,Nilotinib,0
EFM-19,MK-1775,GSK269962A,0
BT-483,Luminespib,Afatinib,0
HCC1599,Gemcitabine,GSK269962A,0
HCC1428,Taselisib,SCH772984,0
GP5d,SB505124,BMS-754807,0
HCC2157,Gemcitabine,PF-4708671,0
SW1990,Palbociclib,Dactolisib,0
CAL-120,PD173074,RO-3306,0
HCC2218,Navitoclax,ZM447439,0
CaR-1,MK-1775,Crizotinib,0
CAL-51,Luminespib,KU-55933,1
PANC-04-03,MK-2206,Lapatinib,1
HCC1395,Taselisib,PF-4708671,0
HCC2998,BMS-754807,Afatinib,0
HDQ-P1,MK-2206,Tozasertib,0
ZR-75-1,Axitinib,OSI-027,0
NCI-H508,Vinorelbine,Camptothecin,0
GP5d,Trametinib,Linsitinib,0
SW837,Navitoclax,SB216763,0
JIMT-1,Sapitinib,Palbociclib,0
BT-474,Linsitinib,OSI-027,0
HuP-T4,MK-1775,AZD7762,1
PSN1,Paclitaxel,LGK974,0
HCC1419,Crizotinib,ZM447439,0
Hs-578-T,Palbociclib,Dabrafenib,0
CL-11,Crizotinib,SCH772984,0
NCI-H747,SCH772984,BMS-754807,0
SNU-C5,Vinorelbine,Camptothecin,0
HCC1806,Axitinib,Paclitaxel,0
EVSA-T,Sapitinib,KU-55933,0
LoVo,AZD8055,Dabrafenib,0
MDA-MB-361,Gemcitabine,Linsitinib,0
HuP-T3,Linsitinib,Crizotinib,0
BT-483,Gemcitabine,BI-2536,0
COLO-824,Navitoclax,Uprosertib,0
CAL-148,Pictilisib,Temozolomide,0
HCC1187,Bortezomib,Olaparib,0
MDA-MB-231,AZD7762,AZD6482,0
DAN-G,Paclitaxel,Crizotinib,0
T47D,Navitoclax,Doramapimod,0
MRK-nu-1,Bortezomib,Crizotinib,0
ZR-75-1,Cisplatin,Uprosertib,0
SNU-C5,Dabrafenib,MK-2206,0
EFM-19,Palbociclib,JQ1,0
RKO,Vinorelbine,5-Fluorouracil,0
CAPAN-1,Linsitinib,MK-1775,0
HPAC,Paclitaxel,Olaparib,0
PSN1,LGK974,Oxaliplatin,0
HCC1143,Cisplatin,Crizotinib,0
HCC1569,Pictilisib,MK-1775,0
BT-549,Luminespib,Taselisib,0
CAL-85-1,Bortezomib,PD173074,0
PA-TU-8988T,MK-1775,Dasatinib,0
HCC1806,Crizotinib,Palbociclib,0
BT-549,MK-1775,RO-3306,0
HPAC,Gemcitabine,MK-2206,0
HCC1599,Navitoclax,Taselisib,1
CAL-51,Lapatinib,Temozolomide,0
DiFi,AZD7762,Sapitinib,0
ZR-75-30,Docetaxel,Alisertib,0
CAL-148,Taselisib,RO-3306,0
HCC2998,MK-2206,BMS-754807,1
C2BBe1,Camptothecin,Taselisib,0
EFM-19,Sapitinib,Uprosertib,0
UACC-812,Lapatinib,OSI-027,1
HCC2157,Crizotinib,Linsitinib,0
SNU-81,Linsitinib,BMS-754807,0
SUIT-2,Gemcitabine,Irinotecan,0
MDA-MB-468,5-Fluorouracil,Trametinib,0
Hs-578-T,Taselisib,Olaparib,0
SNU-1040,Dabrafenib,Olaparib,0
SW1463,Crizotinib,Oxaliplatin,0
MCF7,Navitoclax,PF-4708671,1
HCC1954,MK-2206,OSI-027,1
CAL-85-1,Luminespib,KU-55933,0
HCC70,Lapatinib,Cisplatin,0
CaR-1,MK-2206,LGK974,0
COLO-320-HSR,Vinorelbine,AZD8055,0
PANC-04-03,Sorafenib,Olaparib,0
SNU-407,AZD8055,Afatinib,0
AsPC-1,Ruxolitinib,5-Fluorouracil,0
KP-2,Taselisib,Galunisertib,0
HCC38,MK-2206,Linsitinib,0
COLO-320-HSR,Olaparib,Afatinib,0
MDA-MB-415,Gemcitabine,Docetaxel,0
BT-20,AZD7762,Docetaxel,0
GP5d,MK-1775,Crizotinib,0
CAPAN-1,AZD7762,Trametinib,0
HT55,MK-2206,LGK974,0
HCC1187,Vorinostat,Sorafenib,0
HCC1599,Trametinib,Tozasertib,0
PANC-10-05,Irinotecan,MK-1775,0
PA-TU-8902,Oxaliplatin,Navitoclax,0
BT-483,Docetaxel,RO-3306,0
PA-TU-8902,Erlotinib,Navitoclax,0
T47D,Docetaxel,JQ1,0
YAPC,Lapatinib,Navitoclax,1
HCC202,AZD7762,Vorinostat,0
JIMT-1,MK-2206,Tozasertib,0
HT-29,Afatinib,AZD7762,0
Hs-578-T,Vorinostat,Doramapimod,0
SW48,MK-1775,Oxaliplatin,0
COLO-678,Navitoclax,Trametinib,0
KP-1N,Crizotinib,Dasatinib,1
UACC-812,Cisplatin,AZD7762,0
HCC2998,Vinorelbine,Camptothecin,0
NCI-H508,Sapitinib,5-Fluorouracil,0
SW1417,Camptothecin,AZD4547,0
MFM-223,Temozolomide,Docetaxel,0
JIMT-1,Crizotinib,JQ1,0
SNU-81,SB216763,Taselisib,0
LS-180,SB216763,Crizotinib,0
MDA-MB-157,MK-1775,Camptothecin,1
MDA-MB-468,Linsitinib,Paclitaxel,0
HCT-116,Palbociclib,Oxaliplatin,0
CW-2,Sapitinib,AZD8055,0
CAPAN-1,Crizotinib,MK-2206,0
PANC-08-13,Dasatinib,Erlotinib,0
BT-483,MK-1775,Pictilisib,0
HCC1937,MK-1775,JQ1,0
MDA-MB-436,Temozolomide,Taselisib,0
SNU-C2B,SCH772984,Palbociclib,0
SUIT-2,Irinotecan,Trametinib,0
SW1990,Irinotecan,Paclitaxel,0
PANC-02-03,5-Fluorouracil,Irinotecan,0
MDA-MB-231,Bortezomib,5-Fluorouracil,0
MDA-MB-175-VII,Cisplatin,AZD7762,0
OCUB-M,OSI-027,Temozolomide,0
HCC2218,Bortezomib,Entinostat,0
COLO-678,SCH772984,MK-2206,0
COLO-205,Crizotinib,SCH772984,0
HCC2218,OSI-027,Axitinib,0
CAPAN-1,5-Fluorouracil,Erlotinib,0
ZR-75-1,Linsitinib,Doramapimod,0
HT-29,Vinorelbine,Dabrafenib,0
HCC1954,Palbociclib,Alpelisib,0
HuP-T4,Taselisib,Dasatinib,0
CAMA-1,Bortezomib,Temozolomide,0
BT-549,OSI-027,5-Fluorouracil,0
PSN1,LGK974,Ruxolitinib,0
EFM-19,Taselisib,Tozasertib,0
RCM-1,Vinorelbine,Navitoclax,0
T47D,Docetaxel,Venetoclax,0
SW1417,BMS-754807,MK-2206,0
HCC1419,MK-1775,Camptothecin,0
HCC1395,Linsitinib,Olaparib,0
HCC1395,Olaparib,Taselisib,0
HCC1806,Crizotinib,SB216763,0
HCC1569,Vorinostat,Ribociclib,0
NCI-H716,SCH772984,Palbociclib,0
SW1116,MK-2206,AZD7762,1
BT-20,Olaparib,Pictilisib,0
COLO-320-HSR,Dabrafenib,SB505124,0
AU565,Axitinib,Tozasertib,0
BT-474,MK-2206,Afatinib,0
AsPC-1,Erlotinib,Palbociclib,0
BT-549,Navitoclax,AZD6482,0
CFPAC-1,Ruxolitinib,Paclitaxel,0
HCC1569,Palbociclib,SB216763,0
T84,LGK974,Palbociclib,0
HuP-T3,Irinotecan,Paclitaxel,0
BxPC-3,SCH772984,Dasatinib,0
KP-2,Sorafenib,Lapatinib,1
MDA-MB-415,Crizotinib,Palbociclib,0
COLO-678,Vinorelbine,Linsitinib,0
PSN1,Dasatinib,Gemcitabine,0
BT-483,Linsitinib,KU-55933,0
KP-1N,Navitoclax,Trametinib,0
PL4,Trametinib,Navitoclax,0
EVSA-T,Vorinostat,Uprosertib,1
CAL-51,Axitinib,Paclitaxel,0
EFM-192A,Gemcitabine,PF-4708671,0
HCC202,Sapitinib,5-Fluorouracil,0
ZR-75-1,MK-1775,Tozasertib,0
ZR-75-1,5-Fluorouracil,Trametinib,0
MCF7,Sapitinib,Dabrafenib,0
