,id,anchor_names,library_names,AUPRC,F1,BACC,KAPPA,num_pos,data_num
666,666,Taselisib,Sapitinib,0.3062515486821063,0.32,0.6044634377967711,0.2158979391560354,13,94
667,667,MK-1775,Alpelisib,0.10064491083951112,0.0,0.45555555555555555,-0.0888888888888888,4,49
668,668,MK-2206,Vorinostat,,0.0,0.9807692307692307,0.0,0,52
669,669,Luminespib,AZD6482,0.08333333333333333,0.0,0.5,0.0,1,49
670,670,Taselisib,Gemcitabine,0.2232142857142857,0.0,0.5,0.0,2,80
671,671,Navitoclax,Crizotinib,0.6756763493578262,0.6511627906976744,0.7378048780487805,0.4642857142857143,41,123
672,672,Linsitinib,Doramapimod,,0.0,0.9791666666666666,0.0,0,48
673,673,Cisplatin,Pictilisib,,0.0,1.0,,0,52
674,674,Oxaliplatin,Galunisertib,0.038461538461538464,0.0,0.5,0.0,1,29
675,675,Lapatinib,5-Fluorouracil,0.10289060068471834,0.0,0.5,0.0,3,80
676,676,Vorinostat,Linsitinib,0.5751633986928104,0.6666666666666666,0.8226950354609929,0.6453900709219857,3,50
677,677,Linsitinib,Galunisertib,,0.0,1.0,,0,29
678,678,Navitoclax,MK-2206,0.3365504401689849,0.34285714285714286,0.603641456582633,0.2389023405972558,21,123
679,679,OSI-027,Navitoclax,0.17861141754354268,0.0,0.4726027397260274,-0.07048458149779746,8,81
680,680,Taselisib,BI-2536,0.0869047619047619,0.0,0.4895833333333333,-0.027397260273972712,2,50
681,681,Gemcitabine,GSK269962A,0.01020408163265306,0.0,0.5,0.0,1,50
682,682,LGK974,AZD4547,0.1,0.0,0.5,0.0,1,44
683,683,Taselisib,Lapatinib,0.728021978021978,0.8,0.8333333333333333,0.793733681462141,3,79
684,684,Galunisertib,OSI-027,,0.0,1.0,,0,29
685,685,Temozolomide,Taselisib,,0.0,1.0,,0,51
686,686,5-Fluorouracil,Entinostat,,0.0,1.0,,0,49
687,687,Sapitinib,Venetoclax,0.0625,0.0,0.48936170212765956,-0.021276595744680993,1,48
688,688,MK-1775,Ribociclib,0.09560276679841898,0.0,0.4782608695652174,-0.04347826086956519,2,48
689,689,Sorafenib,LGK974,0.08161181139122314,0.0,0.5,0.0,3,29
690,690,Navitoclax,Docetaxel,0.714097641697731,0.6666666666666666,0.725,0.44171779141104295,20,52
691,691,Palbociclib,GSK269962A,,0.0,1.0,,0,50
692,692,Vorinostat,Taselisib,0.4250576406782491,0.47058823529411764,0.6918604651162791,0.36514522821576756,8,51
693,693,Paclitaxel,Dasatinib,0.6333333333333333,0.4,0.7115384615384616,0.34375,2,28
694,694,AZD7762,SB505124,0.038461538461538464,0.0,0.5,0.0,1,44
695,695,Docetaxel,Bortezomib,,0.0,1.0,,0,51
696,696,5-Fluorouracil,NU7441,,0.0,1.0,,0,49
697,697,Oxaliplatin,Taselisib,0.007352941176470588,0.0,0.5,0.0,1,73
698,698,Taselisib,Entinostat,0.6340661004873067,0.5,0.7012195121951219,0.4024390243902439,8,49
699,699,Docetaxel,Doramapimod,,0.0,1.0,,0,48
700,700,Axitinib,AZD8055,0.011363636363636364,0.0,0.5,0.0,1,50
701,701,Linsitinib,Gemcitabine,0.006666666666666667,0.0,0.5,0.0,1,80
702,702,Oxaliplatin,Olaparib,,0.0,1.0,,0,72
703,703,BMS-754807,SB216763,0.18421855921855923,0.0,0.5,0.0,3,44
704,704,Crizotinib,Gemcitabine,0.010869565217391304,0.0,0.5,0.0,1,80
705,705,Navitoclax,AZD7762,0.13906254262403667,0.11764705882352941,0.5236486486486487,0.0639269406392694,12,123
706,706,PD173074,Temozolomide,,0.0,1.0,,0,50
707,707,PD173074,Olaparib,,0.0,1.0,,0,50
708,708,Navitoclax,Bortezomib,1.0,0.0,0.5,0.0,1,51
709,709,Taselisib,Paclitaxel,0.0627975166674857,0.0,0.49324324324324326,-0.01986754966887405,3,77
710,710,SCH772984,SB216763,0.11212121212121212,0.0,0.47619047619047616,-0.04761904761904767,2,44
711,711,Camptothecin,Palbociclib,,0.0,1.0,,0,44
712,712,Pictilisib,AZD6482,0.1701388888888889,0.0,0.5,0.0,2,49
713,713,Sapitinib,GSK269962A,,0.0,1.0,,0,50
714,714,Crizotinib,Sapitinib,0.4263057205310713,0.35294117647058826,0.5656565656565656,0.11824900511654357,22,94
715,715,Axitinib,KU-55933,,0.0,1.0,,0,50
716,716,LGK974,Dactolisib,,0.0,1.0,,0,28
717,717,MK-2206,Luminespib,,0.0,1.0,,0,50
718,718,Bortezomib,Entinostat,0.6198412698412699,0.5454545454545454,0.7267441860465116,0.48851774530271397,6,49
719,719,Olaparib,Alpelisib,1.0,0.0,0.5,0.0,1,49
720,720,5-Fluorouracil,Cisplatin,,0.0,1.0,,0,81
721,721,Afatinib,MK-2206,0.5736511271175136,0.6153846153846153,0.7586872586872586,0.5491803278688525,7,44
722,722,MK-1775,Dactolisib,,0.0,1.0,,0,28
723,723,Luminespib,Doramapimod,,0.0,1.0,,0,48
724,724,5-Fluorouracil,Trametinib,0.03593537414965986,0.0,0.4959016393442623,-0.010869565217391353,2,124
725,725,Palbociclib,Olaparib,,0.0,1.0,,0,122
726,726,Axitinib,NU7441,0.02631578947368421,0.0,0.5,0.0,1,49
727,727,Dasatinib,5-Fluorouracil,0.038461538461538464,0.0,0.5,0.0,1,28
728,728,Navitoclax,Tozasertib,0.7613524882892062,0.7868852459016394,0.7233169129720853,0.45561139028475706,29,50
729,729,Gemcitabine,Luminespib,,0.0,1.0,,0,50
730,730,Trametinib,Luminespib,,0.0,1.0,,0,50
731,731,Olaparib,Navitoclax,0.4501045603648157,0.5714285714285715,0.7414529914529915,0.5465538089480049,8,125
732,732,Docetaxel,Cisplatin,0.029411764705882353,0.0,0.5,0.0,1,52
733,733,Temozolomide,AZD6482,0.25,0.0,0.5,0.0,1,49
734,734,Oxaliplatin,Trametinib,0.06991465149359886,0.0,0.5,0.0,2,73
735,735,MK-1775,Galunisertib,,0.0,1.0,,0,29
736,736,Taselisib,Doramapimod,0.5138888888888888,0.4,0.6555555555555556,0.368421052631579,3,48
737,737,AZD4547,Crizotinib,,0.0,1.0,,0,44
738,738,Axitinib,JQ1,0.29952356101930405,0.28571428571428575,0.5762195121951219,0.1694915254237288,8,49
739,739,Olaparib,PF-4708671,,0.0,1.0,,0,50
740,740,Luminespib,Temozolomide,,0.0,1.0,,0,50
741,741,Sapitinib,PF-4708671,,0.0,1.0,,0,50
742,742,Pictilisib,PD173074,0.5097951809940113,0.39999999999999997,0.6408268733850129,0.25890736342042764,9,52
743,743,Taselisib,Dabrafenib,0.6007069597069596,0.28571428571428575,0.5943181818181819,0.26307448494453256,5,93
744,744,Bortezomib,BI-2536,0.16146628924088877,0.0,0.5,0.0,4,50
745,745,Taselisib,AZD7762,0.08094512195121951,0.0,0.49173553719008267,-0.016528925619834656,2,123
746,746,Dasatinib,Navitoclax,0.10148588480485032,0.2,0.525,0.04132231404958675,4,29
747,747,Dactolisib,Palbociclib,,0.0,1.0,,0,28
748,748,Lapatinib,SCH772984,0.7302778160038368,0.608695652173913,0.7461538461538462,0.5423728813559323,13,78
749,749,Docetaxel,AZD8055,,0.0,1.0,,0,50
750,750,Pictilisib,Sorafenib,,0.0,1.0,,0,50
751,751,SB505124,Crizotinib,0.09173076923076923,0.0,0.5,0.0,2,44
752,752,Dabrafenib,AZD7762,0.7083333333333333,0.0,0.5,0.0,2,44
753,753,Ruxolitinib,Palbociclib,,0.0,1.0,,0,28
754,754,Navitoclax,OSI-027,0.5342787754910224,0.5945945945945946,0.801948051948052,0.4818652849740933,14,80
755,755,Temozolomide,Trametinib,,0.0,1.0,,0,51
756,756,Bortezomib,Temozolomide,,0.0,1.0,,0,50
757,757,PD173074,Paclitaxel,0.25,0.0,0.5,0.0,1,49
758,758,Docetaxel,Nilotinib,,0.0,1.0,,0,49
759,759,Cisplatin,RO-3306,,0.0,1.0,,0,50
760,760,Luminespib,Taselisib,,0.0,1.0,,0,51
761,761,Bortezomib,Taselisib,,0.0,1.0,,0,51
762,762,Sapitinib,Cisplatin,,0.0,1.0,,0,52
763,763,MK-2206,Nilotinib,0.03125,0.0,0.5,0.0,1,49
764,764,Taselisib,Vinorelbine,0.06844512195121952,0.0,0.5,0.0,2,44
765,765,OSI-027,BI-2536,0.1342848817848818,0.0,0.5,0.0,4,50
766,766,OSI-027,Docetaxel,,0.0,1.0,,0,52
767,767,Dactolisib,Galunisertib,,0.0,1.0,,0,29
768,768,Pictilisib,Wee1 Inhibitor,,0.0,1.0,,0,48
769,769,MK-2206,Trametinib,0.6114797741764073,0.6153846153846154,0.7266414141414141,0.48091091761553917,36,124
770,770,Sapitinib,Wee1 Inhibitor,,0.0,1.0,,0,48
771,771,MK-1775,SCH772984,0.04849286515953183,0.0,0.4957983193277311,-0.012448132780083165,3,122
772,772,Afatinib,SB505124,,0.0,1.0,,0,44
773,773,Docetaxel,ZM447439,,0.0,1.0,,0,49
774,774,AZD7762,SB216763,0.00819672131147541,0.0,0.5,0.0,1,94
775,775,5-Fluorouracil,Oxaliplatin,,0.0,1.0,,0,73
776,776,Temozolomide,NU7441,,0.0,1.0,,0,49
777,777,MK-1775,KU-55933,,0.0,0.96,0.0,0,50
778,778,Trametinib,MK-2206,0.8132983443384212,0.7749999999999999,0.8229651162790698,0.6674677080204265,43,123
779,779,Lapatinib,Vorinostat,,0.0,1.0,,0,52
780,780,Dactolisib,AZD7762,,0.0,1.0,,0,28
781,781,Pictilisib,GSK269962A,0.1,0.0,0.5,0.0,1,50
782,782,Cisplatin,Linsitinib,0.037192118226600984,0.0,0.4935064935064935,-0.01716738197424883,2,79
783,783,Pictilisib,Taselisib,0.029411764705882353,0.0,0.5,0.0,1,51
784,784,AZD7762,MK-1775,0.17409397624787887,0.11428571428571428,0.4841269841269841,-0.03249390739236402,18,123
785,785,Vinorelbine,MK-1775,,0.0,1.0,,0,44
786,786,MK-1775,NU7441,,0.0,1.0,,0,49
787,787,Ruxolitinib,AZD7762,,0.0,1.0,,0,28
788,788,Sapitinib,Dabrafenib,0.04451812555260831,0.0,0.4945054945054945,-0.014545454545454639,2,93
789,789,Temozolomide,Alisertib,0.2875,0.0,0.5,0.0,2,49
790,790,MK-1775,Doramapimod,0.206420453624401,0.18181818181818182,0.5348432055749129,0.08474576271186451,7,48
791,791,Oxaliplatin,Dabrafenib,,0.0,1.0,,0,44
792,792,Olaparib,Dabrafenib,,0.0,1.0,,0,93
793,793,Cisplatin,Galunisertib,,0.0,1.0,,0,29
794,794,Navitoclax,Ribociclib,0.22636345136345137,0.22222222222222224,0.5651162790697675,0.1428571428571428,5,48
795,795,Lapatinib,Erlotinib,0.03571428571428571,0.0,0.5,0.0,1,29
796,796,PD173074,Dabrafenib,,0.0,1.0,,0,49
797,797,LGK974,Trametinib,,0.0,1.0,,0,73
798,798,MK-2206,SB505124,0.025,0.0,0.5,0.0,1,44
799,799,Temozolomide,Doramapimod,0.16666666666666666,0.0,0.5,0.0,1,48
800,800,Pictilisib,Vorinostat,0.7050000000000001,0.0,0.5,0.0,5,52
801,801,Docetaxel,Gemcitabine,,0.0,1.0,,0,51
802,802,MK-1775,Temozolomide,0.14027777777777778,0.0,0.4895833333333333,-0.027397260273972712,2,50
803,803,PD173074,Taselisib,0.1488291437264561,0.22222222222222224,0.5824468085106382,0.14797136038186154,4,51
804,804,Axitinib,Uprosertib,1.0,0.0,0.5,0.0,1,49
805,805,5-Fluorouracil,Erlotinib,,0.0,1.0,,0,29
806,806,AZD7762,Sorafenib,0.033151004304160694,0.0,0.5,0.0,2,79
807,807,Linsitinib,Alisertib,0.16066500718960675,0.3333333333333333,0.6138888888888889,0.29496402877697836,4,49
808,808,Vorinostat,Wee1 Inhibitor,0.25,0.0,0.5,0.0,1,48
809,809,Taselisib,Trametinib,0.7752527538371142,0.7228915662650603,0.7935645019100793,0.5835280373831776,41,124
810,810,Crizotinib,Venetoclax,0.6333333333333333,0.6666666666666666,0.75,0.6571428571428571,2,48
811,811,Docetaxel,Sapitinib,0.061581318160265526,0.0,0.5,0.0,2,50
812,812,SCH772984,Galunisertib,0.0625,0.0,0.5,0.0,1,29
813,813,Trametinib,AZD7762,0.6828179989944696,0.8,0.8333333333333333,0.7960199004975124,3,123
814,814,Oxaliplatin,Cisplatin,0.10937950937950938,0.0,0.4423076923076923,-0.11538461538461542,3,29
815,815,Palbociclib,Ribociclib,,0.0,0.9791666666666666,0.0,0,48
816,816,Paclitaxel,Sorafenib,,0.0,1.0,,0,29
817,817,5-Fluorouracil,BMS-754807,0.0625,0.0,0.5,0.0,1,44
818,818,Cisplatin,Afatinib,0.08333333333333333,0.0,0.5,0.0,1,49
819,819,Paclitaxel,Irinotecan,,0.0,1.0,,0,29
820,820,Galunisertib,5-Fluorouracil,,0.0,1.0,,0,28
821,821,SB505124,Taselisib,0.16666666666666666,0.0,0.5,0.0,1,44
822,822,Palbociclib,Axitinib,,0.0,1.0,,0,51
823,823,Dactolisib,OSI-027,,0.0,1.0,,0,29
824,824,Taselisib,Dactolisib,,0.0,1.0,,0,28
825,825,Taselisib,Olaparib,0.08333333333333333,0.0,0.5,0.0,1,122
826,826,Camptothecin,SB216763,,0.0,1.0,,0,44
827,827,AZD7762,Irinotecan,0.7749984863621228,0.8,0.8434343434343434,0.6522781774580335,11,29
828,828,MK-1775,Nilotinib,0.08333333333333333,0.0,0.4895833333333333,-0.02083333333333326,1,49
829,829,Bortezomib,Palbociclib,,0.0,1.0,,0,51
830,830,Taselisib,Palbociclib,0.20017212077875868,0.1111111111111111,0.5191441441441441,0.049275362318840554,12,123
831,831,Lapatinib,JQ1,0.6784992784992785,0.5714285714285714,0.75,0.5,7,49
832,832,OSI-027,Irinotecan,,0.0,1.0,,0,29
833,833,Sapitinib,AZD7762,0.16666666666666666,0.0,0.5,0.0,1,95
834,834,Palbociclib,JQ1,0.015151515151515152,0.0,0.5,0.0,1,49
835,835,Gemcitabine,Tozasertib,0.16666666666666666,0.0,0.5,0.0,1,50
836,836,Gemcitabine,Olaparib,0.054824561403508776,0.0,0.5,0.0,2,78
837,837,Gemcitabine,Linsitinib,0.02101612954532926,0.0,0.4868421052631579,-0.031331592689294974,3,79
838,838,SB216763,Dabrafenib,,0.0,1.0,,0,44
839,839,Navitoclax,Galunisertib,,0.0,1.0,,0,29
840,840,Taselisib,Galunisertib,,0.0,1.0,,0,29
841,841,Sapitinib,Trametinib,0.06642709142709143,0.0,0.4945652173913043,-0.016042780748663166,3,95
842,842,Olaparib,Ruxolitinib,,0.0,1.0,,0,29
843,843,Dactolisib,5-Fluorouracil,,0.0,1.0,,0,28
844,844,Linsitinib,MK-1775,0.03125,0.0,0.5,0.0,1,123
845,845,Axitinib,Doramapimod,0.25,0.0,0.5,0.0,1,48
846,846,AZD4547,Sapitinib,0.4233256022587407,0.5161290322580646,0.6357142857142857,0.2567567567567568,14,44
847,847,Erlotinib,Cisplatin,,0.0,1.0,,0,29
848,848,SB216763,Linsitinib,0.03125,0.0,0.5,0.0,1,44
849,849,Galunisertib,Erlotinib,,0.0,1.0,,0,29
850,850,AZD7762,Ribociclib,,0.0,1.0,,0,48
851,851,Cisplatin,Ruxolitinib,,0.0,1.0,,0,29
852,852,AZD7762,KU-55933,0.15313390313390313,0.5,0.7395833333333333,0.47916666666666663,2,50
853,853,5-Fluorouracil,RO-3306,,0.0,1.0,,0,50
854,854,Pictilisib,Palbociclib,0.27886904761904757,0.0,0.5,0.0,4,51
855,855,Sapitinib,KU-55933,,0.0,1.0,,0,50
856,856,Trametinib,Crizotinib,0.14918241448316635,0.0,0.4956896551724138,-0.014432989690721598,7,123
857,857,Taselisib,GSK269962A,0.04457711804304465,0.0,0.48936170212765956,-0.030927835051546504,3,50
858,858,LGK974,Navitoclax,0.09501126050333547,0.0,0.4855072463768116,-0.03791469194312791,4,73
859,859,Axitinib,Temozolomide,,0.0,1.0,,0,50
860,860,Taselisib,AZD4547,0.25,0.0,0.4883720930232558,-0.023255813953488413,1,44
861,861,AZD7762,5-Fluorouracil,0.36969069868161547,0.32142857142857145,0.5604355716878403,0.12383785793975444,29,124
862,862,Paclitaxel,Navitoclax,0.9724079449592905,0.88,0.565,0.1299999999999999,25,29
863,863,Irinotecan,Ruxolitinib,,0.0,1.0,,0,29
864,864,Linsitinib,Nilotinib,,0.0,1.0,,0,49
865,865,Temozolomide,BI-2536,,0.0,1.0,,0,50
866,866,Docetaxel,Camptothecin,,0.0,1.0,,0,49
867,867,Docetaxel,Crizotinib,,0.0,1.0,,0,50
868,868,Temozolomide,Docetaxel,,0.0,1.0,,0,52
869,869,Palbociclib,AZD8055,0.5346320346320347,0.0,0.5,0.0,2,94
870,870,Linsitinib,Sorafenib,0.04129050521972482,0.0,0.5,0.0,3,79
871,871,Navitoclax,SCH772984,0.7267560293963226,0.6444444444444444,0.7264880952380952,0.43811168681635004,42,122
872,872,Sapitinib,Olaparib,,0.0,1.0,,0,94
873,873,MK-1775,Alisertib,0.25,0.0,0.5,0.0,1,49
874,874,Olaparib,Cisplatin,0.013888888888888888,0.0,0.49375,-0.012499999999999956,1,81
875,875,Vorinostat,Luminespib,,0.0,1.0,,0,50
876,876,Sorafenib,Crizotinib,1.0,0.0,0.5,0.0,1,29
877,877,Olaparib,OSI-027,,0.0,1.0,,0,80
878,878,Sapitinib,Docetaxel,,0.0,1.0,,0,52
879,879,LGK974,Erlotinib,,0.0,1.0,,0,29
880,880,Lapatinib,Trametinib,0.41529310453063345,0.48000000000000004,0.6859931113662456,0.3838862559241707,13,80
881,881,Trametinib,MK-1775,,0.0,1.0,,0,123
882,882,Luminespib,Bortezomib,,0.0,1.0,,0,51
883,883,Taselisib,SB505124,,0.0,1.0,,0,44
884,884,Vorinostat,Uprosertib,0.16988134056604343,0.0,0.45348837209302323,-0.10859728506787314,6,49
885,885,SB505124,Dabrafenib,0.225,0.0,0.5,0.0,2,44
886,886,Navitoclax,NU7441,0.5988304164358325,0.6060606060606061,0.7064393939393939,0.40633737185461316,16,49
887,887,Navitoclax,Uprosertib,0.45553178463402827,0.4444444444444444,0.6423444976076556,0.326923076923077,11,49
888,888,Vinorelbine,BMS-754807,,0.0,0.9772727272727273,0.0,0,44
889,889,SCH772984,Irinotecan,0.14027777777777778,0.0,0.5,0.0,2,29
890,890,Sorafenib,Lapatinib,0.49339227357609705,0.375,0.5684523809523809,0.13690476190476186,8,29
891,891,AZD7762,Paclitaxel,,0.0,1.0,,0,77
892,892,Navitoclax,Erlotinib,0.7925974025974025,0.5714285714285714,0.7958333333333334,0.4493670886075949,5,29
893,893,MK-2206,Tozasertib,0.5199146514935988,0.5,0.7395833333333333,0.47916666666666663,2,50
894,894,Vorinostat,Bortezomib,1.0,0.0,0.5,0.0,1,51
895,895,Oxaliplatin,Ruxolitinib,,0.0,1.0,,0,29
896,896,Erlotinib,Galunisertib,,0.0,1.0,,0,29
897,897,Docetaxel,Lapatinib,0.29166666666666663,0.0,0.5,0.0,3,50
898,898,Dabrafenib,SB216763,,0.0,1.0,,0,44
899,899,5-Fluorouracil,Paclitaxel,,0.0,1.0,,0,77
900,900,Navitoclax,Temozolomide,,0.0,0.98,0.0,0,50
901,901,Navitoclax,BMS-754807,0.5726861757642334,0.5263157894736842,0.6911764705882353,0.39634146341463417,10,44
902,902,Taselisib,Temozolomide,,0.0,1.0,,0,50
903,903,Linsitinib,NU7441,0.11919161808867691,0.0,0.4777777777777778,-0.05755395683453246,4,49
904,904,Taselisib,Camptothecin,,0.0,1.0,,0,92
905,905,PD173074,Bortezomib,,0.0,1.0,,0,51
906,906,Erlotinib,Palbociclib,0.07142857142857142,0.0,0.5,0.0,1,28
907,907,Crizotinib,NU7441,0.06057692307692308,0.0,0.5,0.0,2,49
908,908,Trametinib,Lapatinib,0.4716445226313647,0.4444444444444444,0.6865079365079365,0.373015873015873,9,79
909,909,Irinotecan,Dasatinib,0.1833028083028083,0.0,0.44,-0.1200000000000001,3,28
910,910,BMS-754807,Sapitinib,0.7777401393831753,0.7200000000000001,0.6894409937888198,0.37270875763747446,21,44
911,911,Taselisib,Irinotecan,,0.0,1.0,,0,29
912,912,Pictilisib,SB216763,,0.0,1.0,,0,50
913,913,Crizotinib,Navitoclax,0.5866288520558174,0.5396825396825397,0.7045617816091954,0.38590547179400303,29,125
914,914,AZD7762,Palbociclib,,0.0,1.0,,0,123
915,915,PD173074,JQ1,0.38254334207459206,0.25,0.5916666666666667,0.18333333333333335,4,49
916,916,Cisplatin,Nilotinib,,0.0,1.0,,0,49
917,917,MK-2206,Venetoclax,0.2583333333333333,0.4,0.7282608695652174,0.368421052631579,2,48
918,918,OSI-027,NU7441,0.25,0.0,0.5,0.0,1,49
919,919,5-Fluorouracil,BI-2536,,0.0,1.0,,0,50
920,920,PD173074,PF-4708671,0.5511904761904762,0.6666666666666666,0.75,0.6575342465753424,2,50
921,921,Bortezomib,Doramapimod,0.13680555555555557,0.28571428571428575,0.7065217391304348,0.2405063291139241,2,48
922,922,SB216763,Olaparib,,0.0,1.0,,0,44
923,923,Vorinostat,Tozasertib,0.19777777777777777,0.0,0.5,0.0,3,50
924,924,Paclitaxel,Palbociclib,,0.0,1.0,,0,28
925,925,PD173074,Uprosertib,0.5497151750058726,0.5,0.7151162790697674,0.43023255813953487,6,49
926,926,Lapatinib,LGK974,0.11878482124852362,0.0,0.5,0.0,5,29
927,927,Dactolisib,Olaparib,,0.0,1.0,,0,28
928,928,Luminespib,Sorafenib,,0.0,1.0,,0,50
929,929,Cisplatin,AZD8055,,0.0,1.0,,0,50
930,930,Axitinib,Alisertib,1.0,0.0,0.5,0.0,1,49
931,931,Navitoclax,Nilotinib,0.21239569609134826,0.28571428571428575,0.6027777777777779,0.23197492163009403,4,49
932,932,Pictilisib,Linsitinib,0.18927875243664716,0.0,0.48936170212765956,-0.030927835051546504,3,50
933,933,PD173074,Luminespib,,0.0,1.0,,0,50
934,934,SB505124,Sapitinib,,0.0,1.0,,0,44
935,935,Erlotinib,SCH772984,0.4584469696969697,0.4,0.625,0.36496350364963503,4,29
936,936,Irinotecan,Erlotinib,0.11857031857031858,0.0,0.5,0.0,3,29
937,937,Olaparib,Sorafenib,,0.0,1.0,,0,79
938,938,Docetaxel,Taselisib,,0.0,1.0,,0,51
939,939,AZD7762,Crizotinib,,0.0,1.0,,0,123
940,940,Afatinib,SCH772984,0.011627906976744186,0.0,0.5,0.0,1,44
941,941,Vorinostat,OSI-027,0.37861900915669294,0.375,0.6293604651162791,0.25872093023255816,8,51
942,942,Linsitinib,Afatinib,0.34330787489648074,0.23529411764705882,0.5645833333333333,0.17174515235457066,12,92
943,943,Olaparib,Gemcitabine,,0.0,1.0,,0,80
944,944,Irinotecan,Dactolisib,,0.0,1.0,,0,28
945,945,OSI-027,Bortezomib,1.0,1.0,1.0,1.0,1,51
946,946,Sapitinib,ZM447439,0.19588094911624324,0.22222222222222224,0.5659090909090909,0.14463840399002503,5,49
947,947,Dactolisib,Lapatinib,,0.0,0.9655172413793104,0.0,0,29
948,948,AZD7762,Navitoclax,0.44853752443851763,0.5,0.7519157088122606,0.4569939183318853,9,125
949,949,Olaparib,MK-2206,0.02631578947368421,0.0,0.5,0.0,1,123
950,950,AZD7762,PD173074,0.125,0.0,0.5,0.0,1,52
951,951,Lapatinib,Crizotinib,0.5801437802698453,0.49056603773584906,0.6144957983193278,0.2346609257265877,28,79
952,952,Oxaliplatin,SB505124,0.05601503759398496,0.0,0.5,0.0,2,44
953,953,Linsitinib,Dactolisib,,0.0,1.0,,0,28
954,954,Oxaliplatin,Erlotinib,,0.0,1.0,,0,29
955,955,BMS-754807,Crizotinib,,0.0,1.0,,0,44
956,956,PD173074,Doramapimod,0.016666666666666666,0.0,0.4787234042553192,-0.028571428571428692,1,48
957,957,OSI-027,Erlotinib,0.180069503080339,0.25,0.5583333333333333,0.13861386138613851,5,29
958,958,MK-1775,Irinotecan,0.3546072856713589,0.25,0.565,0.1299999999999999,4,29
959,959,Lapatinib,PD173074,0.4058150183150183,0.25,0.5787234042553192,0.1917098445595855,5,52
960,960,PD173074,SCH772984,0.1701388888888889,0.0,0.48936170212765956,-0.027972027972027913,2,49
961,961,Lapatinib,Ribociclib,0.5465822965822966,0.4,0.625,0.3793103448275862,4,48
962,962,Linsitinib,Entinostat,0.0708974358974359,0.0,0.5,0.0,2,49
963,963,Taselisib,Alisertib,0.6125454818891576,0.4,0.6291666666666667,0.2966507177033493,9,49
964,964,Bortezomib,Luminespib,,0.0,1.0,,0,50
965,965,MK-2206,Afatinib,0.6355382030965554,0.5384615384615385,0.7073593073593074,0.46459747817652763,15,92
966,966,SB216763,Camptothecin,,0.0,1.0,,0,43
967,967,MK-1775,Afatinib,0.600820590375646,0.5714285714285715,0.7,0.543046357615894,10,92
968,968,Trametinib,Afatinib,0.6333333333333333,0.0,0.5,0.0,2,92
969,969,Pictilisib,Luminespib,0.04003866503866504,0.0,0.5,0.0,2,50
970,970,Vinorelbine,Trametinib,0.11449983839689722,0.0,0.4875,-0.037735849056603765,4,44
971,971,5-Fluorouracil,Ribociclib,,0.0,1.0,,0,48
972,972,AZD8055,Navitoclax,0.9027777777777777,0.5,0.6666666666666666,0.48235294117647054,3,44
973,973,Vinorelbine,AZD4547,,0.0,1.0,,0,44
974,974,Trametinib,Wee1 Inhibitor,,0.0,1.0,,0,48
975,975,LGK974,Dabrafenib,,0.0,1.0,,0,44
976,976,5-Fluorouracil,GSK269962A,0.07142857142857142,0.0,0.5,0.0,1,50
977,977,Axitinib,SB216763,,0.0,1.0,,0,50
978,978,Dabrafenib,5-Fluorouracil,,0.0,1.0,,0,44
979,979,Trametinib,Irinotecan,0.16666666666666666,0.0,0.5,0.0,1,29
980,980,Camptothecin,Dabrafenib,0.014705882352941176,0.0,0.5,0.0,1,44
981,981,Sapitinib,Palbociclib,0.38646266587443057,0.5,0.6666666666666666,0.4919786096256684,3,95
982,982,Pictilisib,KU-55933,,0.0,0.98,0.0,0,50
983,983,Trametinib,Dabrafenib,0.12448492554916704,0.0,0.4887640449438202,-0.029520295202952074,4,93
984,984,Lapatinib,Pictilisib,0.21890681003584228,0.5,0.8027210884353742,0.46113989637305697,3,52
985,985,Docetaxel,Axitinib,0.03333333333333333,0.0,0.5,0.0,1,51
986,986,Galunisertib,Trametinib,,0.0,1.0,,0,29
987,987,Camptothecin,AZD4547,,0.0,1.0,,0,44
988,988,SCH772984,SB505124,,0.0,1.0,,0,44
989,989,Paclitaxel,OSI-027,,0.0,0.9655172413793104,0.0,0,29
990,990,Docetaxel,Dabrafenib,,0.0,1.0,,0,49
991,991,Gemcitabine,Sorafenib,0.05,0.0,0.5,0.0,1,79
992,992,Oxaliplatin,MK-2206,,0.0,1.0,,0,72
993,993,Pictilisib,MK-2206,0.1027046783625731,0.0,0.5,0.0,2,51
994,994,SCH772984,LGK974,0.015625,0.0,0.5,0.0,1,73
995,995,Gemcitabine,Temozolomide,0.012195121951219513,0.0,0.5,0.0,1,50
996,996,Lapatinib,BI-2536,0.3627765752765753,0.5,0.7159090909090908,0.4318181818181819,6,50
997,997,AZD4547,Palbociclib,0.04309752747252747,0.0,0.5,0.0,2,44
998,998,LGK974,Galunisertib,,0.0,1.0,,0,29
999,999,Bortezomib,SCH772984,0.5293650793650793,0.5,0.8007246376811594,0.45856353591160226,3,49
1000,1000,Palbociclib,Doramapimod,0.017857142857142856,0.0,0.48936170212765956,-0.021276595744680993,1,48
1001,1001,PD173074,AZD7762,,0.0,1.0,,0,51
1002,1002,OSI-027,ZM447439,0.06212462462462462,0.0,0.48936170212765956,-0.027972027972027913,2,49
1003,1003,SCH772984,5-Fluorouracil,,0.0,1.0,,0,72
1004,1004,Dactolisib,Dasatinib,0.5479166666666666,0.6666666666666666,0.75,0.65,2,28
