cell,drug1_db,drug2_db,synergy
HCC1395,OSI-027,MK-2206,0
HT-115,AZD4547,Palbociclib,0
CAPAN-2,Olaparib,Irinotecan,0
NCI-H747,LGK974,Sapitinib,0
MDA-MB-157,Temozolomide,AZD8055,0
NCI-H747,Dabrafenib,Linsitinib,0
HCC1599,Sapitinib,AZD7762,0
Hs-578-T,AZD7762,Tozasertib,1
NCI-H747,Camptothecin,AZD8055,0
EVSA-T,Cisplatin,Vorinostat,0
EVSA-T,Linsitinib,Sapitinib,0
HuP-T4,Cisplatin,Irinotecan,0
HCC1187,Pictilisib,Alisertib,0
LS-411N,Vinorelbine,Linsitinib,0
HCC1187,Docetaxel,AZD8055,0
MCF7,Palbociclib,GSK269962A,0
T47D,Lapatinib,ZM447439,0
SW620,Oxaliplatin,Vinorelbine,0
HCC2218,Olaparib,PD173074,0
AU565,Taselisib,RO-3306,0
HCC2218,Sapitinib,Entinostat,0
CFPAC-1,Sorafenib,Gemcitabine,0
EVSA-T,MK-2206,Alpelisib,1
SUIT-2,Trametinib,LGK974,0
SU8686,AZD7762,Navitoclax,0
NCI-H747,SB505124,Crizotinib,0
AU565,Pictilisib,Bortezomib,0
HuP-T4,Dactolisib,MK-2206,0
HCC202,Bortezomib,Palbociclib,0
HCC2157,Navitoclax,Alpelisib,0
MDA-MB-415,PD173074,Luminespib,0
HCC1419,Cisplatin,Nilotinib,0
T47D,AZD7762,Cisplatin,0
KP-2,AZD7762,MK-2206,0
Hs-578-T,Gemcitabine,5-Fluorouracil,0
HCC1143,Luminespib,Sapitinib,0
SNU-81,SB216763,Linsitinib,0
BT-549,Cisplatin,Wee1 Inhibitor,0
MCF7,Luminespib,NU7441,0
CAL-120,AZD7762,SCH772984,0
RKO,SCH772984,AZD4547,0
MDA-MB-453,Temozolomide,Vorinostat,0
KP-1N,Lapatinib,Dasatinib,0
PANC-10-05,Olaparib,Oxaliplatin,0
PA-TU-8902,Gemcitabine,Dactolisib,0
MDA-MB-175-VII,Sapitinib,ZM447439,0
HCC2157,OSI-027,Dabrafenib,0
OCUB-M,Lapatinib,SCH772984,0
SNU-81,Navitoclax,Crizotinib,1
MDA-MB-330,MK-2206,AZD7762,0
SNU-C5,5-Fluorouracil,Crizotinib,0
UACC-893,Lapatinib,Venetoclax,0
UACC-812,5-Fluorouracil,OSI-027,0
AU565,Sapitinib,ZM447439,0
MDA-MB-330,Navitoclax,Temozolomide,0
KP-4,Olaparib,Gemcitabine,0
PL4,SCH772984,Erlotinib,0
HCC38,MK-1775,Cisplatin,1
MDA-MB-175-VII,Temozolomide,Bortezomib,0
BT-20,MK-1775,AZD8055,0
HCC1428,MK-2206,SB216763,0
DU-4475,5-Fluorouracil,Gemcitabine,0
BT-474,Temozolomide,Tozasertib,0
ZR-75-1,AZD7762,OSI-027,0
BT-474,Luminespib,Crizotinib,0
MZ1-PC,Lapatinib,Dasatinib,0
AU565,Gemcitabine,Cisplatin,1
CL-11,Oxaliplatin,SB216763,0
HCC1569,MK-1775,Sorafenib,0
HCC1143,Trametinib,Vorinostat,0
HT-115,Olaparib,BMS-754807,0
LS-180,SCH772984,LGK974,0
T47D,Axitinib,5-Fluorouracil,0
CCK-81,Vinorelbine,AZD8055,0
CL-11,Camptothecin,AZD8055,0
HCC1569,Palbociclib,Paclitaxel,0
MDA-MB-436,Bortezomib,Sapitinib,0
SUIT-2,Navitoclax,Cisplatin,0
MCF7,Palbociclib,PD173074,0
HCC1954,Trametinib,Nilotinib,0
GP5d,SB216763,Taselisib,0
OCUB-M,Navitoclax,Wee1 Inhibitor,0
HCC1428,Docetaxel,AZD7762,0
CAL-148,5-Fluorouracil,SB216763,0
MFM-223,Palbociclib,Cisplatin,0
LS-411N,AZD4547,Trametinib,0
ZR-75-30,Temozolomide,Uprosertib,0
KP-4,Sorafenib,Irinotecan,0
NCI-H716,AZD7762,Linsitinib,1
T47D,Linsitinib,Lapatinib,0
PL4,Olaparib,Linsitinib,0
CAMA-1,Crizotinib,OSI-027,0
HCT-15,Navitoclax,MK-2206,0
Hs-766T,Linsitinib,MK-1775,0
EFM-192A,Sapitinib,Crizotinib,0
CAPAN-2,MK-1775,Paclitaxel,0
NCI-H508,Navitoclax,Taselisib,0
MDA-MB-157,Temozolomide,Luminespib,0
DU-4475,5-Fluorouracil,Venetoclax,1
KP-2,Cisplatin,Taselisib,0
ZR-75-1,Vorinostat,Navitoclax,0
UACC-893,MK-1775,SCH772984,0
HCC1500,Olaparib,ZM447439,0
EVSA-T,Linsitinib,JQ1,0
MDST8,AZD8055,AZD7762,0
HCC1500,Cisplatin,BI-2536,0
MDA-MB-361,Gemcitabine,Dabrafenib,0
MDA-MB-231,5-Fluorouracil,ZM447439,0
SW1463,Palbociclib,Navitoclax,0
CL-11,Taselisib,Sapitinib,0
BT-549,Crizotinib,Navitoclax,0
PL4,Palbociclib,Irinotecan,0
PANC-10-05,Navitoclax,Galunisertib,0
SU8686,OSI-027,Sorafenib,0
DAN-G,SCH772984,Taselisib,1
HCC70,OSI-027,Tozasertib,0
LS-180,MK-1775,SB505124,0
HCC1954,MK-1775,KU-55933,0
HCC1187,PD173074,Camptothecin,0
LS-513,Crizotinib,SB505124,0
KM12,Vinorelbine,5-Fluorouracil,0
HCC2218,Cisplatin,ZM447439,0
Hs-578-T,Cisplatin,Paclitaxel,0
SNU-C5,Afatinib,5-Fluorouracil,0
HCC70,Bortezomib,BI-2536,1
OCUB-M,OSI-027,Sorafenib,0
LS-180,MK-2206,AZD8055,1
CL-11,Trametinib,MK-1775,0
SUIT-2,Linsitinib,5-Fluorouracil,0
BT-549,Docetaxel,Camptothecin,0
MDA-MB-157,Axitinib,Taselisib,0
HCC1143,5-Fluorouracil,RO-3306,0
Hs-578-T,Crizotinib,Nilotinib,0
Hs-578-T,OSI-027,Camptothecin,1
OCUB-M,Taselisib,Bortezomib,0
HCC1428,Trametinib,5-Fluorouracil,0
MDA-MB-453,Temozolomide,Tozasertib,0
T47D,Axitinib,JQ1,0
ZR-75-1,Vorinostat,NU7441,0
CAL-51,Linsitinib,Uprosertib,0
BT-474,Luminespib,Paclitaxel,0
CAL-120,Navitoclax,AZD6482,1
BxPC-3,Linsitinib,Irinotecan,0
CAL-51,Crizotinib,Vorinostat,0
CAPAN-1,5-Fluorouracil,Cisplatin,0
Hs-766T,MK-2206,LGK974,0
T84,AZD7762,Taselisib,0
CAMA-1,Olaparib,AZD8055,0
MFM-223,Docetaxel,Crizotinib,0
SNU-C2B,SB216763,SCH772984,0
LS-123,Vinorelbine,Olaparib,0
CAPAN-1,Oxaliplatin,Trametinib,0
HCC70,MK-2206,JQ1,0
SNU-407,Crizotinib,AZD7762,0
HT-29,MK-2206,Olaparib,0
SU8686,Olaparib,Ruxolitinib,0
KP-2,Oxaliplatin,Crizotinib,0
MZ1-PC,Navitoclax,Irinotecan,1
C2BBe1,Trametinib,Camptothecin,0
LoVo,MK-1775,Taselisib,0
BT-474,Lapatinib,Trametinib,0
BT-549,Bortezomib,Tozasertib,0
CAL-148,Palbociclib,Ribociclib,0
MDA-MB-157,Sapitinib,Vorinostat,0
AU565,Taselisib,Wee1 Inhibitor,0
AsPC-1,Ruxolitinib,Navitoclax,0
DU-4475,MK-1775,Wee1 Inhibitor,0
HCC1954,Taselisib,Paclitaxel,0
RKO,Palbociclib,MK-2206,0
HPAC,Dactolisib,Irinotecan,0
COLO-824,5-Fluorouracil,Lapatinib,0
ZR-75-30,Trametinib,Linsitinib,0
CAL-51,Gemcitabine,JQ1,1
EFM-19,Sapitinib,Luminespib,0
CAL-85-1,Gemcitabine,Docetaxel,0
CFPAC-1,MK-1775,Crizotinib,0
JIMT-1,Vorinostat,Wee1 Inhibitor,0
Hs-578-T,Docetaxel,Alisertib,0
HCC1569,PD173074,Linsitinib,1
MDA-MB-361,Gemcitabine,Lapatinib,0
HCC1954,Sapitinib,KU-55933,0
KP-1N,Lapatinib,Gemcitabine,0
LS-411N,Olaparib,AZD7762,0
HCC2157,MK-1775,Afatinib,0
KP-1N,Taselisib,Lapatinib,0
HCC1569,Bortezomib,Paclitaxel,0
SUIT-2,MK-1775,5-Fluorouracil,0
T84,Olaparib,SCH772984,0
LoVo,AZD8055,AZD7762,0
RCM-1,AZD4547,5-Fluorouracil,0
CAL-85-1,Luminespib,BI-2536,0
ZR-75-1,PD173074,Palbociclib,0
JIMT-1,Linsitinib,KU-55933,0
HT-29,SCH772984,Linsitinib,0
Hs-578-T,Crizotinib,Uprosertib,0
CAL-148,Gemcitabine,OSI-027,0
YAPC,Crizotinib,Oxaliplatin,0
HCC1143,Navitoclax,Linsitinib,0
MDA-MB-231,Trametinib,Sorafenib,0
MDA-MB-468,Lapatinib,NU7441,0
CCK-81,Vinorelbine,SB505124,0
CAPAN-2,Oxaliplatin,AZD7762,0
COLO-824,Linsitinib,AZD7762,0
EFM-19,Gemcitabine,Tozasertib,0
SW620,Palbociclib,Oxaliplatin,0
SNU-C2B,Taselisib,AZD4547,0
PL4,Crizotinib,MK-1775,0
KP-3,Ruxolitinib,Trametinib,0
HuP-T3,Ruxolitinib,Irinotecan,0
SW948,AZD7762,Oxaliplatin,0
SW1463,Afatinib,Navitoclax,1
NCI-H716,Sapitinib,Navitoclax,0
BT-483,Olaparib,Temozolomide,0
LS-411N,Navitoclax,BMS-754807,1
DAN-G,5-Fluorouracil,Trametinib,0
NCI-H716,Crizotinib,MK-2206,0
SNU-C5,5-Fluorouracil,AZD8055,0
Hs-766T,Taselisib,Paclitaxel,0
ZR-75-30,Lapatinib,AZD7762,0
HT-29,AZD7762,Navitoclax,1
CW-2,Camptothecin,Vinorelbine,0
DAN-G,Paclitaxel,Erlotinib,0
EFM-19,Temozolomide,Entinostat,0
CAL-51,Pictilisib,BI-2536,0
HCC1599,Docetaxel,Bortezomib,0
MDA-MB-231,MK-1775,Trametinib,0
JIMT-1,Palbociclib,Bortezomib,0
MDA-MB-361,Trametinib,Luminespib,0
Hs-766T,Crizotinib,Irinotecan,0
DAN-G,Ruxolitinib,Dasatinib,0
ZR-75-1,Cisplatin,Alpelisib,0
COLO-205,SCH772984,Linsitinib,0
SNU-C1,Oxaliplatin,Dabrafenib,0
MDA-MB-330,OSI-027,Vorinostat,0
MCF7,Crizotinib,Lapatinib,0
SW837,MK-1775,SCH772984,0
COLO-678,Vinorelbine,SB216763,0
HCC2157,Cisplatin,PF-4708671,0
EFM-192A,Pictilisib,Paclitaxel,0
CW-2,Camptothecin,Trametinib,0
ZR-75-30,Cisplatin,Docetaxel,0
PANC-08-13,Taselisib,MK-2206,0
EFM-192A,Olaparib,Gemcitabine,0
T47D,OSI-027,BI-2536,0
COLO-824,Trametinib,Palbociclib,0
PANC-02-03,OSI-027,Dasatinib,0
EFM-19,Trametinib,Olaparib,0
SNU-C5,Dabrafenib,Taselisib,0
ZR-75-1,Palbociclib,SCH772984,0
OCUB-M,MK-2206,Temozolomide,0
HCC1187,Vorinostat,Alisertib,0
MZ1-PC,Palbociclib,Irinotecan,0
CaR-1,Crizotinib,SB216763,0
HCC70,Palbociclib,Crizotinib,0
CAL-120,5-Fluorouracil,Uprosertib,0
MCF7,Docetaxel,Axitinib,0
PSN1,OSI-027,Erlotinib,0
MDA-MB-453,Temozolomide,PD173074,0
MDA-MB-157,Gemcitabine,Dabrafenib,0
PSN1,Dasatinib,Olaparib,0
BT-474,Docetaxel,Alisertib,0
T84,Navitoclax,Trametinib,1
HDQ-P1,Gemcitabine,AZD6482,0
HCC1395,OSI-027,BI-2536,0
SW1990,Oxaliplatin,Taselisib,0
OCUB-M,Lapatinib,Navitoclax,0
PANC-02-03,AZD7762,Crizotinib,0
SNU-407,AZD7762,SB216763,0
AU565,Navitoclax,Gemcitabine,0
HCC1569,Lapatinib,Trametinib,1
HCC70,Crizotinib,Axitinib,0
Hs-578-T,Luminespib,Entinostat,0
OCUB-M,PD173074,Luminespib,0
PANC-08-13,Linsitinib,Cisplatin,0
MDA-MB-175-VII,Olaparib,Lapatinib,0
CAL-51,Lapatinib,MK-2206,0
HCC1954,Sapitinib,AZD7762,0
SU8686,5-Fluorouracil,AZD7762,0
HCC1419,Navitoclax,Trametinib,0
PANC-04-03,Crizotinib,AZD7762,0
HCC1806,Crizotinib,JQ1,0
HCC1954,Trametinib,GSK269962A,0
HCC1937,Luminespib,Vorinostat,0
CAL-148,Bortezomib,Camptothecin,0
COLO-824,Linsitinib,5-Fluorouracil,0
CAL-51,Luminespib,MK-1775,0
PANC-02-03,SCH772984,Taselisib,1
LS-513,Olaparib,SCH772984,0
DAN-G,Irinotecan,Navitoclax,1
BT-549,Cisplatin,Camptothecin,0
HT-29,BMS-754807,Taselisib,0
ZR-75-1,Vorinostat,AZD8055,0
HT-115,MK-1775,SB216763,0
Hs-578-T,Linsitinib,Afatinib,0
AU565,5-Fluorouracil,BI-2536,0
HCC1187,OSI-027,AZD8055,0
SU8686,5-Fluorouracil,Crizotinib,0
HCC1599,Palbociclib,Camptothecin,0
MRK-nu-1,Crizotinib,Dabrafenib,0
HCC2218,MK-2206,Docetaxel,0
HT-115,Dabrafenib,SB216763,0
MFM-223,Vorinostat,Temozolomide,0
ZR-75-1,Cisplatin,Tozasertib,0
MRK-nu-1,Olaparib,Venetoclax,0
MDST8,Navitoclax,Crizotinib,0
BxPC-3,Olaparib,Crizotinib,0
DU-4475,Pictilisib,MK-1775,0
MRK-nu-1,Docetaxel,Axitinib,0
SW48,Crizotinib,Afatinib,0
HCC1419,Trametinib,Gemcitabine,0
HCC1599,Bortezomib,Axitinib,0
LS-180,MK-1775,Palbociclib,0
RCM-1,SB505124,Trametinib,0
SW1463,SCH772984,AZD4547,0
MDA-MB-231,Crizotinib,Temozolomide,0
Hs-766T,Gemcitabine,5-Fluorouracil,0
Hs-578-T,5-Fluorouracil,AZD6482,0
AsPC-1,Galunisertib,MK-2206,0
BT-483,Navitoclax,Luminespib,0
PA-TU-8902,Palbociclib,Erlotinib,0
HCC1419,Cisplatin,Doramapimod,0
MDA-MB-330,Vorinostat,BI-2536,0
C2BBe1,Camptothecin,Afatinib,0
Hs-578-T,OSI-027,Doramapimod,0
HCC1569,Crizotinib,Olaparib,0
HCC1143,AZD7762,MK-1775,0
BT-483,Trametinib,Alpelisib,0
JIMT-1,MK-2206,Navitoclax,0
MFM-223,Linsitinib,Docetaxel,0
MDA-MB-361,Axitinib,Camptothecin,0
SNU-C5,SB216763,Navitoclax,1
CAPAN-2,Palbociclib,Paclitaxel,0
CAPAN-1,Palbociclib,Trametinib,0
COLO-824,Luminespib,SB216763,0
HCC1500,Axitinib,SB216763,0
SNU-81,Camptothecin,Crizotinib,0
MDA-MB-157,Trametinib,AZD7762,0
LS-180,SCH772984,Navitoclax,0
HCC1419,AZD7762,Sorafenib,0
MDA-MB-330,PD173074,MK-2206,0
PA-TU-8902,Irinotecan,Navitoclax,1
SUIT-2,Dasatinib,Crizotinib,0
SW948,Vinorelbine,AZD7762,0
CAMA-1,Docetaxel,MK-1775,0
AsPC-1,AZD7762,Olaparib,0
HCC1937,Axitinib,Cisplatin,0
PANC-08-13,OSI-027,Taselisib,0
HCC1806,AZD7762,GSK269962A,0
SNU-C5,Camptothecin,Dabrafenib,0
MDA-MB-157,Bortezomib,MK-2206,0
CAPAN-2,5-Fluorouracil,OSI-027,0
MDA-MB-468,Lapatinib,Bortezomib,0
MDA-MB-436,Linsitinib,Sapitinib,0
CAL-85-1,PD173074,JQ1,0
MDA-MB-231,Linsitinib,Luminespib,0
SW1417,MK-2206,BMS-754807,0
NCI-H716,Afatinib,LGK974,0
HCC1599,Pictilisib,Entinostat,0
MFM-223,Cisplatin,BI-2536,0
JIMT-1,Pictilisib,Luminespib,0
Hs-766T,Gemcitabine,Trametinib,0
CW-2,Taselisib,Dabrafenib,0
PSN1,Palbociclib,Oxaliplatin,0
HCC1599,Axitinib,Nilotinib,0
T47D,Lapatinib,RO-3306,0
AU565,Bortezomib,Doramapimod,0
HDQ-P1,OSI-027,Alpelisib,0
SW620,Oxaliplatin,Olaparib,0
CAMA-1,Axitinib,Doramapimod,0
SW948,AZD4547,SB216763,0
MDA-MB-453,Taselisib,Alisertib,0
EVSA-T,Gemcitabine,Uprosertib,0
MCF7,Pictilisib,Wee1 Inhibitor,0
LS-411N,Navitoclax,SB216763,0
SW48,Camptothecin,MK-1775,0
EVSA-T,Navitoclax,Docetaxel,1
SW948,Camptothecin,Oxaliplatin,0
CAMA-1,Bortezomib,ZM447439,0
ZR-75-30,Luminespib,NU7441,0
BT-20,Lapatinib,Linsitinib,0
HCC70,5-Fluorouracil,Alpelisib,0
CAL-51,Luminespib,Sorafenib,0
MDA-MB-436,Trametinib,Bortezomib,0
HCC1569,Palbociclib,BI-2536,0
HuP-T3,Olaparib,OSI-027,0
BxPC-3,Crizotinib,5-Fluorouracil,0
NCI-H747,Olaparib,Trametinib,0
COLO-320-HSR,Linsitinib,MK-2206,0
EFM-19,Pictilisib,AZD8055,0
HDQ-P1,MK-1775,Nilotinib,0
CaR-1,MK-1775,Palbociclib,0
BT-474,Palbociclib,AZD8055,0
BT-474,Pictilisib,Doramapimod,0
CAL-51,Temozolomide,Axitinib,0
CFPAC-1,Crizotinib,Cisplatin,0
MRK-nu-1,OSI-027,Nilotinib,0
MDA-MB-231,Sapitinib,JQ1,0
SNU-C5,SB216763,Dabrafenib,0
DU-4475,Crizotinib,Linsitinib,0
HCC2157,OSI-027,Navitoclax,0
LS-411N,AZD4547,Dabrafenib,0
HCC1937,Pictilisib,Temozolomide,0
C2BBe1,Crizotinib,5-Fluorouracil,0
HCC1599,AZD7762,Ribociclib,0
MDA-MB-157,Temozolomide,KU-55933,0
PANC-10-05,Navitoclax,Oxaliplatin,0
Hs-766T,Trametinib,Ruxolitinib,0
COLO-205,Vinorelbine,Navitoclax,0
MDA-MB-231,Luminespib,Uprosertib,0
LS-411N,BMS-754807,Dabrafenib,1
AsPC-1,Taselisib,Trametinib,0
HCC1599,PD173074,Linsitinib,0
HCC1395,Lapatinib,BI-2536,0
MRK-nu-1,Axitinib,Entinostat,0
CAL-85-1,Navitoclax,KU-55933,0
HCC2998,Navitoclax,SB505124,0
HCC1428,PD173074,Palbociclib,0
HCC1599,Axitinib,Ribociclib,0
T84,AZD7762,Oxaliplatin,0
HCC1143,Lapatinib,Sapitinib,0
MDA-MB-231,Taselisib,Alpelisib,0
HCC1187,Axitinib,5-Fluorouracil,0
LS-123,Crizotinib,Vinorelbine,0
MDA-MB-468,OSI-027,MK-2206,1
HCC1954,Crizotinib,ZM447439,0
HCC1428,Gemcitabine,PD173074,0
COLO-205,LGK974,MK-1775,0
SNU-1040,AZD4547,Camptothecin,0
SK-CO-1,Linsitinib,MK-1775,0
AU565,Cisplatin,Sapitinib,0
CAPAN-2,LGK974,Erlotinib,0
HCC1500,MK-2206,Alisertib,0
ZR-75-30,Crizotinib,Vorinostat,0
CAL-51,Gemcitabine,Trametinib,0
KM12,Sapitinib,Dabrafenib,0
T47D,Sapitinib,Tozasertib,0
DU-4475,Bortezomib,Palbociclib,0
OCUB-M,Linsitinib,RO-3306,0
MDA-MB-361,Docetaxel,KU-55933,0
EFM-192A,MK-2206,Gemcitabine,0
MDA-MB-361,Cisplatin,Pictilisib,0
MDA-MB-361,Temozolomide,ZM447439,0
HPAC,OSI-027,Palbociclib,0
SNU-C2B,Olaparib,BMS-754807,0
SNU-81,MK-2206,Navitoclax,0
MRK-nu-1,AZD7762,KU-55933,0
HCC1143,Gemcitabine,ZM447439,0
BT-20,Lapatinib,JQ1,0
SNU-C5,Vinorelbine,Oxaliplatin,0
HCT-116,MK-1775,Navitoclax,0
SW1417,Crizotinib,Palbociclib,0
NCI-H747,Linsitinib,5-Fluorouracil,0
MDA-MB-453,Linsitinib,Gemcitabine,0
LoVo,5-Fluorouracil,Afatinib,0
HCC1937,Trametinib,Nilotinib,0
PSN1,5-Fluorouracil,Taselisib,0
PA-TU-8902,Oxaliplatin,Dactolisib,0
CW-2,LGK974,AZD7762,0
CFPAC-1,Gemcitabine,Lapatinib,0
MFM-223,5-Fluorouracil,Trametinib,0
HCC1428,MK-1775,SCH772984,0
Hs-578-T,Vorinostat,Paclitaxel,0
BT-20,AZD7762,SCH772984,0
HCC1599,Vorinostat,Afatinib,0
HDQ-P1,Linsitinib,Docetaxel,0
CAL-51,Luminespib,Navitoclax,0
RCM-1,Dabrafenib,Taselisib,0
HCC1954,Vorinostat,Nilotinib,0
EFM-19,Navitoclax,Venetoclax,0
BT-474,5-Fluorouracil,PD173074,0
HCC1954,PD173074,SB216763,0
YAPC,MK-1775,Dactolisib,0
BT-474,Vorinostat,SCH772984,1
EFM-19,Vorinostat,Entinostat,0
MDA-MB-468,Crizotinib,Docetaxel,0
PSN1,Galunisertib,Crizotinib,0
CaR-1,BMS-754807,Crizotinib,0
BxPC-3,MK-1775,Palbociclib,0
MDA-MB-231,Gemcitabine,AZD7762,1
BT-549,Temozolomide,ZM447439,0
LS-513,SB216763,BMS-754807,0
HCC2218,Vorinostat,Axitinib,0
T47D,AZD7762,Axitinib,0
DU-4475,MK-2206,Venetoclax,0
DU-4475,Olaparib,JQ1,0
EFM-192A,MK-2206,SB216763,0
NCI-H716,Sapitinib,Vinorelbine,0
MIA-PaCa-2,Lapatinib,Palbociclib,0
PA-TU-8902,Lapatinib,AZD7762,0
HPAC,5-Fluorouracil,Oxaliplatin,0
SW620,5-Fluorouracil,Taselisib,0
MDA-MB-231,Crizotinib,AZD7762,0
HDQ-P1,Docetaxel,Navitoclax,0
RKO,Sapitinib,MK-1775,0
JIMT-1,Luminespib,BI-2536,0
CAL-120,Temozolomide,Nilotinib,0
HCC1395,Vorinostat,NU7441,0
OCUB-M,MK-2206,Taselisib,1
CaR-1,Palbociclib,Crizotinib,0
HCC1143,AZD7762,Sorafenib,0
HCT-116,5-Fluorouracil,MK-2206,0
HCC1954,Docetaxel,MK-1775,0
SW1116,5-Fluorouracil,AZD7762,0
COLO-824,OSI-027,Sapitinib,0
CW-2,Oxaliplatin,Trametinib,0
RKO,Navitoclax,Linsitinib,0
SW48,SB216763,AZD8055,0
T47D,Palbociclib,Lapatinib,0
HCC1937,Bortezomib,KU-55933,0
CFPAC-1,Erlotinib,Gemcitabine,0
MDA-MB-157,Pictilisib,Nilotinib,0
PA-TU-8988T,Irinotecan,LGK974,0
PANC-03-27,Sorafenib,Cisplatin,0
PA-TU-8988T,Cisplatin,AZD7762,1
SW620,Trametinib,AZD7762,0
MDA-MB-157,Docetaxel,SCH772984,0
EFM-192A,Axitinib,Gemcitabine,0
COLO-824,Trametinib,Entinostat,0
UACC-893,MK-2206,Camptothecin,0
MDA-MB-231,5-Fluorouracil,AZD6482,0
HCC1395,Vorinostat,AZD6482,0
CAL-85-1,Luminespib,Axitinib,0
SNU-1040,AZD8055,Trametinib,0
YAPC,Cisplatin,Olaparib,0
HCC1428,Linsitinib,PD173074,0
PANC-02-03,SCH772984,Crizotinib,0
CAL-120,Palbociclib,Dabrafenib,0
SW48,Camptothecin,Dabrafenib,0
HCC1143,5-Fluorouracil,Sorafenib,0
MDA-MB-175-VII,Vorinostat,Docetaxel,0
CAL-148,Docetaxel,Dabrafenib,0
BT-549,Sapitinib,PF-4708671,0
HCC70,Pictilisib,AZD8055,0
MFM-223,OSI-027,Cisplatin,0
COLO-824,AZD7762,5-Fluorouracil,0
SUIT-2,Gemcitabine,Taselisib,0
SW948,MK-2206,Vinorelbine,0
HCC1187,Taselisib,Uprosertib,0
HCC70,Palbociclib,SCH772984,0
HCC1569,Lapatinib,Bortezomib,0
MDA-MB-330,MK-2206,Lapatinib,0
HCC38,Taselisib,Lapatinib,0
PA-TU-8988T,Paclitaxel,Sorafenib,0
OCUB-M,Bortezomib,Pictilisib,0
T84,5-Fluorouracil,MK-1775,0
MDA-MB-231,MK-1775,Wee1 Inhibitor,0
JIMT-1,Temozolomide,Venetoclax,0
MZ1-PC,Palbociclib,Paclitaxel,0
MDA-MB-330,Linsitinib,Camptothecin,0
T84,MK-2206,AZD7762,0
HCC1187,Trametinib,Vorinostat,0
SNU-407,Afatinib,AZD7762,0
KP-4,Palbociclib,Irinotecan,0
CAL-85-1,Cisplatin,MK-1775,0
HCC1187,Lapatinib,Uprosertib,0
HCC2157,Palbociclib,ZM447439,0
HT-115,Dabrafenib,Sapitinib,0
SK-CO-1,MK-2206,AZD8055,0
EFM-19,Navitoclax,SB216763,0
CCK-81,Taselisib,Linsitinib,0
PSN1,Dasatinib,Paclitaxel,0
CAL-120,5-Fluorouracil,Doramapimod,0
PA-TU-8988T,LGK974,MK-2206,0
MDA-MB-453,Luminespib,Docetaxel,0
SNU-407,MK-2206,SCH772984,1
HCC38,Axitinib,BI-2536,0
CAL-51,MK-2206,Doramapimod,0
HCC2218,Gemcitabine,MK-2206,0
UACC-893,Olaparib,Wee1 Inhibitor,0
DAN-G,Linsitinib,Erlotinib,0
AsPC-1,OSI-027,Crizotinib,0
SW948,AZD7762,Dabrafenib,0
HCC38,Sapitinib,Entinostat,0
EFM-192A,Bortezomib,Paclitaxel,0
MFM-223,Axitinib,Ribociclib,0
AU565,PD173074,Nilotinib,0
CAMA-1,Navitoclax,Sapitinib,0
COLO-205,Navitoclax,BMS-754807,0
Hs-578-T,Crizotinib,Dabrafenib,0
SNU-C5,AZD4547,AZD7762,0
JIMT-1,Sapitinib,Ribociclib,0
MDA-MB-175-VII,Axitinib,5-Fluorouracil,0
CL-11,Oxaliplatin,Olaparib,0
BT-483,Gemcitabine,Vorinostat,0
CCK-81,Sapitinib,SB216763,0
LS-180,SB216763,Navitoclax,0
HCC1428,Taselisib,GSK269962A,0
SW837,Vinorelbine,MK-1775,0
KP-1N,Trametinib,Lapatinib,0
MCF7,Lapatinib,Palbociclib,0
DU-4475,Palbociclib,Sorafenib,0
BT-20,MK-2206,ZM447439,0
MCF7,Olaparib,KU-55933,0
COLO-205,Trametinib,AZD4547,0
CAL-120,Luminespib,AZD7762,0
EVSA-T,Olaparib,Nilotinib,0
SNU-C5,Palbociclib,SCH772984,0
MDA-MB-468,MK-1775,Lapatinib,0
JIMT-1,Bortezomib,Docetaxel,0
HCC70,Crizotinib,AZD8055,0
RCM-1,BMS-754807,Vinorelbine,1
JIMT-1,Lapatinib,PF-4708671,0
AU565,Axitinib,Ribociclib,0
HCC70,Navitoclax,Crizotinib,0
AU565,Lapatinib,Navitoclax,1
UACC-812,Pictilisib,Gemcitabine,0
HCC1143,Docetaxel,Olaparib,0
HCC1599,Luminespib,Paclitaxel,0
T47D,Docetaxel,AZD7762,0
MIA-PaCa-2,Erlotinib,Dactolisib,0
AU565,Palbociclib,Cisplatin,0
SNU-1040,Palbociclib,Taselisib,0
MDA-MB-330,AZD7762,MK-2206,0
PANC-03-27,Linsitinib,Dasatinib,0
AU565,AZD7762,NU7441,0
HCC1395,Navitoclax,MK-1775,0
T47D,Crizotinib,Olaparib,0
CAPAN-1,Crizotinib,Paclitaxel,0
Hs-578-T,Lapatinib,PF-4708671,0
HCC1500,Pictilisib,Doramapimod,0
HCC2157,PD173074,Pictilisib,0
HCC2218,OSI-027,AZD6482,0
HCC1395,Vorinostat,Palbociclib,0
MDA-MB-231,Bortezomib,Pictilisib,0
SU8686,Erlotinib,Irinotecan,0
KP-3,Palbociclib,Olaparib,0
LS-123,Navitoclax,MK-1775,0
SUIT-2,Paclitaxel,Gemcitabine,0
CCK-81,MK-1775,Palbociclib,0
MDA-MB-330,Axitinib,Docetaxel,0
MCF7,Linsitinib,Gemcitabine,0
SW948,5-Fluorouracil,SB505124,0
MDA-MB-468,Sapitinib,Ribociclib,0
SNU-1040,Sapitinib,SB216763,0
KP-4,SCH772984,LGK974,0
AsPC-1,AZD7762,Sorafenib,0
